	Trial	Variance	Anisotropy	Domain	Regime	Time_series	Chem	Sensitivity	Sensitivitybase	fraction	Time	Sensitivity%	Sensitivitybase%
38	H	0.0	1	Original	Slow	5	Mobile active aerobic degraders	0.16865833099881383	0.1742817737793029	1.0	205.0	16.86583309988138	17.42817737793029
39	H	0.0	1	Original	Slow	5	Mobile active nitrate reducers	0.10456845524254396	0.10581002586486213	1.0	205.0	10.456845524254396	10.581002586486212
40	H	0.0	1	Original	Slow	5	Mobile active sulphate reducers	0.23167446343852163	0.2637180051346331	1.0	205.0	23.167446343852163	26.371800513463313
41	H	0.0	1	Original	Slow	5	Mobile active ammonia oxidizers	0.19752418147888517	0.17889198210899515	1.0	205.0	19.752418147888516	17.889198210899515
42	H	0.0	1	Original	Slow	5	Mobile inactive aerobic degraders	0.2331284697422373	0.2587982871821728	1.0	205.0	23.31284697422373	25.87982871821728
43	H	0.0	1	Original	Slow	5	Mobile inactive nitrate reducers	0.1883560469177424	0.20710950033090872	1.0	205.0	18.83560469177424	20.71095003309087
44	H	0.0	1	Original	Slow	5	Mobile inactive sulphate reducers	0.14605845809910323	0.1512793840074551	1.0	205.0	14.605845809910322	15.12793840074551
45	H	0.0	1	Original	Slow	5	Mobile inactive ammonia oxidizers	0.16133557246834318	0.17501633371692724	1.0	205.0	16.133557246834318	17.501633371692723
46	H	0.0	1	Original	Slow	5	Nitrogen	0.023076660598374526	0.023364587662515243	1.0	205.0	2.3076660598374525	2.3364587662515244
47	H	0.0	1	Original	Slow	5	TOC	0.08852745058129997	0.09204564921269291	1.0	205.0	8.852745058129997	9.204564921269291
48	37	0.1	2	Original	Slow	1	DOC	0.0028540972027694084	0.0028494601143247136	1.0	205.0	0.28540972027694084	0.28494601143247134
49	37	0.1	2	Original	Slow	1	DO	0.015429897006194815	0.015328780393417512	1.0	205.0	1.5429897006194815	1.5328780393417512
50	37	0.1	2	Original	Slow	1	Ammonium	0.0037349169342310467	0.003744343799478009	1.0	205.0	0.3734916934231047	0.37443437994780093
51	37	0.1	2	Original	Slow	1	Nitrate	0.015741312787830204	0.015696673350368028	1.0	205.0	1.5741312787830204	1.5696673350368027
52	37	0.1	2	Original	Slow	1	Sulphate	0.001291520797744537	0.001290342401754208	1.0	205.0	0.1291520797744537	0.12903424017542078
53	37	0.1	2	Original	Slow	1	Particulate organic matter	0.03339626299661943	0.032817093119004215	1.0	205.0	3.339626299661943	3.2817093119004213
54	37	0.1	2	Original	Slow	1	Mobile active aerobic degraders	0.059413895757864245	0.05858246874669373	1.0	205.0	5.941389575786425	5.858246874669374
55	37	0.1	2	Original	Slow	1	Mobile active nitrate reducers	0.07607966493759713	0.07607946565088503	1.0	205.0	7.607966493759713	7.607946565088502
56	37	0.1	2	Original	Slow	1	Mobile active sulphate reducers	0.10559808346930065	0.10650492358174189	1.0	205.0	10.559808346930065	10.650492358174189
57	37	0.1	2	Original	Slow	1	Mobile active ammonia oxidizers	0.10193269660013383	0.10177526418035499	1.0	205.0	10.193269660013383	10.177526418035498
58	37	0.1	2	Original	Slow	1	Mobile inactive aerobic degraders	0.05850139728914096	0.0582012634434629	1.0	205.0	5.850139728914096	5.82012634434629
59	37	0.1	2	Original	Slow	1	Mobile inactive nitrate reducers	0.05682493093863209	0.057074352542195735	1.0	205.0	5.682493093863209	5.707435254219574
60	37	0.1	2	Original	Slow	1	Mobile inactive sulphate reducers	0.07146881311074307	0.07119011431373638	1.0	205.0	7.146881311074307	7.119011431373639
61	37	0.1	2	Original	Slow	1	Mobile inactive ammonia oxidizers	0.08102954456127281	0.08267180172480999	1.0	205.0	8.102954456127282	8.267180172481
62	37	0.1	2	Original	Slow	1	Nitrogen	0.0110358354146746	0.011025922093373892	1.0	205.0	1.10358354146746	1.1025922093373892
63	37	0.1	2	Original	Slow	1	TOC	0.022272986098781995	0.022226621050099215	1.0	205.0	2.2272986098781993	2.2226621050099213
64	37	0.1	2	Original	Slow	2	DOC	0.0025761911238917096	0.0025736697862252665	1.0	205.0	0.25761911238917096	0.25736697862252667
65	37	0.1	2	Original	Slow	2	DO	0.020174296465803848	0.019987050993970815	1.0	205.0	2.0174296465803847	1.9987050993970814
66	37	0.1	2	Original	Slow	2	Ammonium	0.007350578012019975	0.007387350857014518	1.0	205.0	0.7350578012019975	0.7387350857014519
67	37	0.1	2	Original	Slow	2	Nitrate	0.0329046188134552	0.03259896785276273	1.0	205.0	3.29046188134552	3.259896785276273
68	37	0.1	2	Original	Slow	2	Sulphate	0.0012915211865522922	0.0012903427879565439	1.0	205.0	0.12915211865522921	0.12903427879565438
69	37	0.1	2	Original	Slow	2	Particulate organic matter	0.035649451486183016	0.03493595655845876	1.0	205.0	3.5649451486183015	3.4935956558458763
70	37	0.1	2	Original	Slow	2	Mobile active aerobic degraders	0.18271862349374707	0.19288531163728131	1.0	205.0	18.271862349374707	19.28853116372813
71	37	0.1	2	Original	Slow	2	Mobile active nitrate reducers	0.0579778798359832	0.05918955820468017	1.0	205.0	5.797787983598321	5.9189558204680175
72	37	0.1	2	Original	Slow	2	Mobile active sulphate reducers	0.19375349809773723	0.21264728759542112	1.0	205.0	19.375349809773724	21.264728759542113
73	37	0.1	2	Original	Slow	2	Mobile active ammonia oxidizers	0.0757660068552708	0.07586606198306403	1.0	205.0	7.5766006855270795	7.586606198306403
74	37	0.1	2	Original	Slow	2	Mobile inactive aerobic degraders	0.2104411256210326	0.22697725405254585	1.0	205.0	21.04411256210326	22.697725405254584
75	37	0.1	2	Original	Slow	2	Mobile inactive nitrate reducers	0.17018655275221292	0.18385527969630588	1.0	205.0	17.018655275221292	18.385527969630587
76	37	0.1	2	Original	Slow	2	Mobile inactive sulphate reducers	0.11073936855709808	0.11557850301266835	1.0	205.0	11.073936855709809	11.557850301266836
77	37	0.1	2	Original	Slow	2	Mobile inactive ammonia oxidizers	0.1282790121310124	0.13674069140824816	1.0	205.0	12.827901213101239	13.674069140824816
78	37	0.1	2	Original	Slow	2	Nitrogen	0.021446677422989033	0.021661649219548915	1.0	205.0	2.1446677422989033	2.1661649219548917
79	37	0.1	2	Original	Slow	2	TOC	0.0786501579453672	0.0810050339556172	1.0	205.0	7.86501579453672	8.10050339556172
80	37	0.1	2	Original	Slow	5	DOC	0.0026320818880068405	0.00262860282860969	1.0	205.0	0.26320818880068403	0.26286028286096896
81	37	0.1	2	Original	Slow	5	DO	0.0313153506590326	0.030732463230594767	1.0	205.0	3.1315350659032597	3.0732463230594766
82	37	0.1	2	Original	Slow	5	Ammonium	0.010631352621407453	0.010712926978503203	1.0	205.0	1.0631352621407453	1.0712926978503203
83	37	0.1	2	Original	Slow	5	Nitrate	0.04161712744291987	0.041049745777730594	1.0	205.0	4.161712744291987	4.104974577773059
84	37	0.1	2	Original	Slow	5	Sulphate	0.0012915214004996735	0.00129034299929956	1.0	205.0	0.12915214004996733	0.12903429992995602
85	37	0.1	2	Original	Slow	5	Particulate organic matter	0.057709386301216775	0.055491312199649936	1.0	205.0	5.770938630121678	5.549131219964994
86	37	0.1	2	Original	Slow	5	Mobile active aerobic degraders	0.18509274969884215	0.19694127031642605	1.0	205.0	18.509274969884217	19.694127031642605
87	37	0.1	2	Original	Slow	5	Mobile active nitrate reducers	0.09893535863468293	0.10057121055008175	1.0	205.0	9.893535863468292	10.057121055008174
88	37	0.1	2	Original	Slow	5	Mobile active sulphate reducers	0.21448066765623405	0.2405761935404292	1.0	205.0	21.448066765623405	24.05761935404292
89	37	0.1	2	Original	Slow	5	Mobile active ammonia oxidizers	0.1582691929037565	0.1511172969020425	1.0	205.0	15.826919290375649	15.111729690204251
90	37	0.1	2	Original	Slow	5	Mobile inactive aerobic degraders	0.23312074542907504	0.2589843311675252	1.0	205.0	23.312074542907503	25.898433116752518
91	37	0.1	2	Original	Slow	5	Mobile inactive nitrate reducers	0.1888591781107105	0.2077270215971058	1.0	205.0	18.885917811071053	20.77270215971058
92	37	0.1	2	Original	Slow	5	Mobile inactive sulphate reducers	0.1383037939768434	0.1430568632150216	1.0	205.0	13.83037939768434	14.30568632150216
93	37	0.1	2	Original	Slow	5	Mobile inactive ammonia oxidizers	0.1512242914721585	0.1618140861214705	1.0	205.0	15.122429147215849	16.18140861214705
94	37	0.1	2	Original	Slow	5	Nitrogen	0.023608936121032327	0.02392308340713325	1.0	205.0	2.360893612103233	2.392308340713325
95	37	0.1	2	Original	Slow	5	TOC	0.08868852660346067	0.09226484498296018	1.0	205.0	8.868852660346068	9.226484498296019
96	38	0.1	5	Original	Slow	1	DOC	0.0029270178324292922	0.0029229064296412205	1.0	205.0	0.2927017832429292	0.29229064296412205
97	38	0.1	5	Original	Slow	1	DO	0.015265869134697288	0.015188620262783921	1.0	205.0	1.5265869134697287	1.518862026278392
98	38	0.1	5	Original	Slow	1	Ammonium	0.0033563911739400588	0.0033658224342030356	1.0	205.0	0.33563911739400587	0.3365822434203036
99	38	0.1	5	Original	Slow	1	Nitrate	0.01584160528870029	0.015810093176566217	1.0	205.0	1.5841605288700291	1.5810093176566218
100	38	0.1	5	Original	Slow	1	Sulphate	0.0012915207748037567	0.0012903423789459773	1.0	205.0	0.12915207748037566	0.12903423789459773
101	38	0.1	5	Original	Slow	1	Particulate organic matter	0.0318741092611667	0.03125983619957252	1.0	205.0	3.18741092611667	3.125983619957252
102	38	0.1	5	Original	Slow	1	Mobile active aerobic degraders	0.058015148681178144	0.05732251547049565	1.0	205.0	5.801514868117814	5.7322515470495645
103	38	0.1	5	Original	Slow	1	Mobile active nitrate reducers	0.07314505408557087	0.0733722609452282	1.0	205.0	7.314505408557087	7.337226094522819
104	38	0.1	5	Original	Slow	1	Mobile active sulphate reducers	0.10135092935428516	0.10214889010564678	1.0	205.0	10.135092935428517	10.214889010564677
105	38	0.1	5	Original	Slow	1	Mobile active ammonia oxidizers	0.09922632893377732	0.10037140743439527	1.0	205.0	9.922632893377733	10.037140743439526
106	38	0.1	5	Original	Slow	1	Mobile inactive aerobic degraders	0.057941464701804384	0.05758678196529368	1.0	205.0	5.794146470180438	5.7586781965293685
107	38	0.1	5	Original	Slow	1	Mobile inactive nitrate reducers	0.05443960964380416	0.05468307056655688	1.0	205.0	5.443960964380416	5.4683070566556875
108	38	0.1	5	Original	Slow	1	Mobile inactive sulphate reducers	0.06724372480184508	0.06706447017232128	1.0	205.0	6.724372480184508	6.706447017232128
109	38	0.1	5	Original	Slow	1	Mobile inactive ammonia oxidizers	0.07669702458648693	0.07831961585636543	1.0	205.0	7.669702458648693	7.831961585636543
110	38	0.1	5	Original	Slow	1	Nitrogen	0.01037537746722713	0.010370154020877053	1.0	205.0	1.037537746722713	1.0370154020877054
111	38	0.1	5	Original	Slow	1	TOC	0.02170449076510436	0.02165651544190165	1.0	205.0	2.1704490765104363	2.165651544190165
112	38	0.1	5	Original	Slow	2	DOC	0.0026983466570623437	0.002696220161682376	1.0	205.0	0.2698346657062344	0.2696220161682376
113	38	0.1	5	Original	Slow	2	DO	0.020264499367189787	0.02010382416256626	1.0	205.0	2.0264499367189788	2.010382416256626
114	38	0.1	5	Original	Slow	2	Ammonium	0.007897197187197625	0.007939586405396907	1.0	205.0	0.7897197187197625	0.7939586405396907
115	38	0.1	5	Original	Slow	2	Nitrate	0.03332600952756056	0.03304611795944567	1.0	205.0	3.332600952756056	3.3046117959445667
116	38	0.1	5	Original	Slow	2	Sulphate	0.001291521121978724	0.0012903427235697912	1.0	205.0	0.1291521121978724	0.12903427235697912
117	38	0.1	5	Original	Slow	2	Particulate organic matter	0.034498807114604034	0.03370436696228934	1.0	205.0	3.4498807114604033	3.370436696228934
118	38	0.1	5	Original	Slow	2	Mobile active aerobic degraders	0.18414094002297066	0.19463802692548773	1.0	205.0	18.414094002297066	19.463802692548775
119	38	0.1	5	Original	Slow	2	Mobile active nitrate reducers	0.056308542561986585	0.05755628570731729	1.0	205.0	5.630854256198658	5.755628570731728
120	38	0.1	5	Original	Slow	2	Mobile active sulphate reducers	0.1902490441487442	0.20802314713596706	1.0	205.0	19.02490441487442	20.802314713596708
121	38	0.1	5	Original	Slow	2	Mobile active ammonia oxidizers	0.07681209583249754	0.07790736586465698	1.0	205.0	7.681209583249754	7.790736586465698
122	38	0.1	5	Original	Slow	2	Mobile inactive aerobic degraders	0.21248954829462238	0.22885145992645162	1.0	205.0	21.24895482946224	22.88514599264516
123	38	0.1	5	Original	Slow	2	Mobile inactive nitrate reducers	0.16973195533104063	0.18291901925966095	1.0	205.0	16.973195533104064	18.291901925966094
124	38	0.1	5	Original	Slow	2	Mobile inactive sulphate reducers	0.10747456382868809	0.11207778632864583	1.0	205.0	10.747456382868808	11.207778632864583
125	38	0.1	5	Original	Slow	2	Mobile inactive ammonia oxidizers	0.12438466571817974	0.13261587593723637	1.0	205.0	12.438466571817974	13.261587593723636
126	38	0.1	5	Original	Slow	2	Nitrogen	0.021628887328435716	0.021850883846052497	1.0	205.0	2.1628887328435717	2.18508838460525
127	38	0.1	5	Original	Slow	2	TOC	0.07896350171274713	0.08127735789595113	1.0	205.0	7.8963501712747135	8.127735789595112
128	38	0.1	5	Original	Slow	5	DOC	0.0027309743469886385	0.002728203472649827	1.0	205.0	0.27309743469886383	0.2728203472649827
129	38	0.1	5	Original	Slow	5	DO	0.02941511134046032	0.0289904805491211	1.0	205.0	2.9415111340460323	2.89904805491211
130	38	0.1	5	Original	Slow	5	Ammonium	0.011160475789328328	0.01124765632124199	1.0	205.0	1.1160475789328328	1.124765632124199
131	38	0.1	5	Original	Slow	5	Nitrate	0.042029381534780835	0.04150445294192343	1.0	205.0	4.202938153478083	4.150445294192343
132	38	0.1	5	Original	Slow	5	Sulphate	0.001291521269942556	0.0012903428691458095	1.0	205.0	0.1291521269942556	0.12903428691458094
133	38	0.1	5	Original	Slow	5	Particulate organic matter	0.05781764309919365	0.055451503755408305	1.0	205.0	5.781764309919365	5.54515037554083
134	38	0.1	5	Original	Slow	5	Mobile active aerobic degraders	0.1860454206287065	0.1986837288331304	1.0	205.0	18.60454206287065	19.86837288331304
135	38	0.1	5	Original	Slow	5	Mobile active nitrate reducers	0.09305019481717915	0.09474652926832637	1.0	205.0	9.305019481717915	9.474652926832636
136	38	0.1	5	Original	Slow	5	Mobile active sulphate reducers	0.2109296635053311	0.2351888420865184	1.0	205.0	21.09296635053311	23.51888420865184
137	38	0.1	5	Original	Slow	5	Mobile active ammonia oxidizers	0.13730295926476452	0.13453442743436053	1.0	205.0	13.730295926476451	13.453442743436053
138	38	0.1	5	Original	Slow	5	Mobile inactive aerobic degraders	0.23165585030510338	0.2558969552817388	1.0	205.0	23.16558503051034	25.589695528173877
139	38	0.1	5	Original	Slow	5	Mobile inactive nitrate reducers	0.18758282875102497	0.20557342775373072	1.0	205.0	18.7582828751025	20.557342775373073
140	38	0.1	5	Original	Slow	5	Mobile inactive sulphate reducers	0.1314856685570649	0.1359183880049874	1.0	205.0	13.14856685570649	13.59183880049874
141	38	0.1	5	Original	Slow	5	Mobile inactive ammonia oxidizers	0.1428545751914876	0.15231738754509955	1.0	205.0	14.285457519148759	15.231738754509955
142	38	0.1	5	Original	Slow	5	Nitrogen	0.023243726330318792	0.023545639345786858	1.0	205.0	2.3243726330318792	2.3545639345786857
143	38	0.1	5	Original	Slow	5	TOC	0.08771601890083759	0.09107662703046261	1.0	205.0	8.77160189008376	9.10766270304626
144	39	0.1	10	Original	Slow	1	DOC	0.0028784927017397703	0.0028751546588194257	0.9878048780487804	202.5	0.28784927017397705	0.28751546588194254
145	39	0.1	10	Original	Slow	1	DO	0.015126828664732696	0.015037011176587501	0.9878048780487804	202.5	1.5126828664732697	1.50370111765875
146	39	0.1	10	Original	Slow	1	Ammonium	0.003726969152279396	0.0037364036936556994	0.9878048780487804	202.5	0.3726969152279396	0.37364036936556994
147	39	0.1	10	Original	Slow	1	Nitrate	0.015724460584196385	0.01571323260943109	0.9878048780487804	202.5	1.5724460584196385	1.571323260943109
148	39	0.1	10	Original	Slow	1	Sulphate	0.0012915207716205077	0.0012903423755990997	0.9878048780487804	202.5	0.12915207716205077	0.12903423755990998
149	39	0.1	10	Original	Slow	1	Particulate organic matter	0.031190087266757746	0.03068717377248416	0.9878048780487804	202.5	3.1190087266757747	3.068717377248416
150	39	0.1	10	Original	Slow	1	Mobile active aerobic degraders	0.056837267033061356	0.0560825219543096	0.9878048780487804	202.5	5.683726703306135	5.60825219543096
151	39	0.1	10	Original	Slow	1	Mobile active nitrate reducers	0.07309881261289126	0.0738268772152477	0.9878048780487804	202.5	7.309881261289126	7.3826877215247695
152	39	0.1	10	Original	Slow	1	Mobile active sulphate reducers	0.09808061022942736	0.09861601148324364	0.9878048780487804	202.5	9.808061022942736	9.861601148324365
153	39	0.1	10	Original	Slow	1	Mobile active ammonia oxidizers	0.09936259352651564	0.09979906940065751	0.9878048780487804	202.5	9.936259352651563	9.979906940065751
154	39	0.1	10	Original	Slow	1	Mobile inactive aerobic degraders	0.0569074701885901	0.05658387329695503	0.9878048780487804	202.5	5.6907470188590095	5.658387329695503
155	39	0.1	10	Original	Slow	1	Mobile inactive nitrate reducers	0.05560578589684013	0.055731576173190626	0.9878048780487804	202.5	5.560578589684013	5.573157617319063
156	39	0.1	10	Original	Slow	1	Mobile inactive sulphate reducers	0.0638671486740854	0.06365029072799662	0.9878048780487804	202.5	6.38671486740854	6.365029072799662
157	39	0.1	10	Original	Slow	1	Mobile inactive ammonia oxidizers	0.07288208289982287	0.0743293933746895	0.9878048780487804	202.5	7.288208289982287	7.43293933746895
158	39	0.1	10	Original	Slow	1	Nitrogen	0.010298474114110402	0.010298219162281647	0.9878048780487804	202.5	1.02984741141104	1.0298219162281648
159	39	0.1	10	Original	Slow	1	TOC	0.021599819297068706	0.02155400599011541	0.9878048780487804	202.5	2.1599819297068708	2.155400599011541
160	39	0.1	10	Original	Slow	2	DOC	0.0025972737944570026	0.0025958627305445983	0.9878048780487804	202.5	0.25972737944570023	0.25958627305445986
161	39	0.1	10	Original	Slow	2	DO	0.020176398038420595	0.020002543391179198	0.9878048780487804	202.5	2.0176398038420595	2.00025433911792
162	39	0.1	10	Original	Slow	2	Ammonium	0.006989337410624626	0.007023328308165499	0.9878048780487804	202.5	0.6989337410624626	0.7023328308165498
163	39	0.1	10	Original	Slow	2	Nitrate	0.033015132924964025	0.03278187146573069	0.9878048780487804	202.5	3.3015132924964026	3.2781871465730688
164	39	0.1	10	Original	Slow	2	Sulphate	0.0012915211378044383	0.0012903427391434306	0.9878048780487804	202.5	0.12915211378044383	0.12903427391434305
165	39	0.1	10	Original	Slow	2	Particulate organic matter	0.03380206570530815	0.033175347837366295	0.9878048780487804	202.5	3.3802065705308153	3.3175347837366296
166	39	0.1	10	Original	Slow	2	Mobile active aerobic degraders	0.18061742179106552	0.1904701174410342	0.9878048780487804	202.5	18.061742179106552	19.047011744103422
167	39	0.1	10	Original	Slow	2	Mobile active nitrate reducers	0.05538057176502972	0.057079010662305335	0.9878048780487804	202.5	5.538057176502972	5.707901066230534
168	39	0.1	10	Original	Slow	2	Mobile active sulphate reducers	0.1893542648662394	0.20653885287832757	0.9878048780487804	202.5	18.93542648662394	20.653885287832757
169	39	0.1	10	Original	Slow	2	Mobile active ammonia oxidizers	0.07854925271149815	0.07915035783382117	0.9878048780487804	202.5	7.854925271149815	7.915035783382117
170	39	0.1	10	Original	Slow	2	Mobile inactive aerobic degraders	0.20871286026792937	0.22450392353055948	0.9878048780487804	202.5	20.871286026792937	22.450392353055946
171	39	0.1	10	Original	Slow	2	Mobile inactive nitrate reducers	0.16933107318983412	0.18220897551644535	0.9878048780487804	202.5	16.933107318983414	18.220897551644537
172	39	0.1	10	Original	Slow	2	Mobile inactive sulphate reducers	0.10544197831178957	0.10991652315254406	0.9878048780487804	202.5	10.544197831178957	10.991652315254406
173	39	0.1	10	Original	Slow	2	Mobile inactive ammonia oxidizers	0.12222451753107963	0.1298956014186984	0.9878048780487804	202.5	12.222451753107963	12.989560141869841
174	39	0.1	10	Original	Slow	2	Nitrogen	0.020918345447065678	0.02113843336747215	0.9878048780487804	202.5	2.091834544706568	2.113843336747215
175	39	0.1	10	Original	Slow	2	TOC	0.07785750035155915	0.08011428105148716	0.9878048780487804	202.5	7.785750035155916	8.011428105148715
176	39	0.1	10	Original	Slow	5	DOC	0.0027719680213196323	0.0027695163855846077	0.9878048780487804	202.5	0.27719680213196324	0.2769516385584608
177	39	0.1	10	Original	Slow	5	DO	0.03170126760508877	0.03113345122917888	0.9878048780487804	202.5	3.170126760508877	3.113345122917888
178	39	0.1	10	Original	Slow	5	Ammonium	0.010425508686241073	0.010503751131118885	0.9878048780487804	202.5	1.0425508686241072	1.0503751131118886
179	39	0.1	10	Original	Slow	5	Nitrate	0.041929394494628715	0.041451974752183506	0.9878048780487804	202.5	4.192939449462871	4.1451974752183505
180	39	0.1	10	Original	Slow	5	Sulphate	0.0012915214767721113	0.0012903430754898978	0.9878048780487804	202.5	0.12915214767721112	0.12903430754898979
181	39	0.1	10	Original	Slow	5	Particulate organic matter	0.05510689091363472	0.05313256710157359	0.9878048780487804	202.5	5.5106890913634725	5.313256710157359
182	39	0.1	10	Original	Slow	5	Mobile active aerobic degraders	0.18323629976045241	0.19508683928554021	0.9878048780487804	202.5	18.32362997604524	19.50868392855402
183	39	0.1	10	Original	Slow	5	Mobile active nitrate reducers	0.0912572272754027	0.09372809835383385	0.9878048780487804	202.5	9.12572272754027	9.372809835383384
184	39	0.1	10	Original	Slow	5	Mobile active sulphate reducers	0.2110842218593353	0.2349076230068043	0.9878048780487804	202.5	21.10842218593353	23.49076230068043
185	39	0.1	10	Original	Slow	5	Mobile active ammonia oxidizers	0.15137275657374447	0.1456454753333472	0.9878048780487804	202.5	15.137275657374447	14.564547533334721
186	39	0.1	10	Original	Slow	5	Mobile inactive aerobic degraders	0.23272826430679444	0.2584405789545042	0.9878048780487804	202.5	23.272826430679444	25.84405789545042
187	39	0.1	10	Original	Slow	5	Mobile inactive nitrate reducers	0.18881119255600032	0.20701276874097008	0.9878048780487804	202.5	18.881119255600034	20.701276874097008
188	39	0.1	10	Original	Slow	5	Mobile inactive sulphate reducers	0.125618393890513	0.1296756117884978	0.9878048780487804	202.5	12.561839389051299	12.96756117884978
