	Trial	Variance	Anisotropy	Domain	Regime	Time_series	Chem	Sensitivity	fraction	Time	Sensitivity%
46	H	0.0	1	Original	Slow	5	Mobile inactive sulphate reducers	0.08641543883547058	1.0	205.0	8.641543883547058
47	H	0.0	1	Original	Slow	5	Mobile inactive ammonia oxidizers	0.22588071413332214	1.0	205.0	22.588071413332216
48	37	0.1	2	Original	Slow	1	Immobile active aerobic degraders	0.04195154789986328	1.0	205.0	4.195154789986328
49	37	0.1	2	Original	Slow	1	Immobile active nitrate reducers	0.06572470005246349	1.0	205.0	6.572470005246349
50	37	0.1	2	Original	Slow	1	Immobile active sulphate reducers	0.017551264394693372	1.0	205.0	1.755126439469337
51	37	0.1	2	Original	Slow	1	Immobile active ammonia oxidizers	0.12206690278899532	1.0	205.0	12.206690278899531
52	37	0.1	2	Original	Slow	1	Mobile active aerobic degraders	0.07780893468622031	1.0	205.0	7.780893468622032
53	37	0.1	2	Original	Slow	1	Mobile active nitrate reducers	0.02957920294988068	1.0	205.0	2.957920294988068
54	37	0.1	2	Original	Slow	1	Mobile active sulphate reducers	0.04374251032773828	1.0	205.0	4.374251032773828
55	37	0.1	2	Original	Slow	1	Mobile active ammonia oxidizers	0.08693858402493611	1.0	205.0	8.69385840249361
56	37	0.1	2	Original	Slow	1	Immobile inactive aerobic degraders	0.013701910205413744	1.0	205.0	1.3701910205413745
57	37	0.1	2	Original	Slow	1	Immobile inactive nitrate reducers	0.018435213856682134	1.0	205.0	1.8435213856682133
58	37	0.1	2	Original	Slow	1	Immobile inactive sulphate reducers	0.03087848911659257	1.0	205.0	3.087848911659257
59	37	0.1	2	Original	Slow	1	Immobile inactive ammonia oxidizers	0.08638619547547166	1.0	205.0	8.638619547547165
60	37	0.1	2	Original	Slow	1	Mobile inactive aerobic degraders	0.08023001697670962	1.0	205.0	8.023001697670962
61	37	0.1	2	Original	Slow	1	Mobile inactive nitrate reducers	0.07495700836351205	1.0	205.0	7.4957008363512045
62	37	0.1	2	Original	Slow	1	Mobile inactive sulphate reducers	0.043313163434557565	1.0	205.0	4.3313163434557564
63	37	0.1	2	Original	Slow	1	Mobile inactive ammonia oxidizers	0.11108719574232843	1.0	205.0	11.108719574232843
64	37	0.1	2	Original	Slow	2	Immobile active aerobic degraders	0.08218880562285907	1.0	205.0	8.218880562285907
65	37	0.1	2	Original	Slow	2	Immobile active nitrate reducers	0.1381616967227628	1.0	205.0	13.81616967227628
66	37	0.1	2	Original	Slow	2	Immobile active sulphate reducers	0.0778918282559961	1.0	205.0	7.789182825599609
67	37	0.1	2	Original	Slow	2	Immobile active ammonia oxidizers	0.24419660692459824	1.0	205.0	24.419660692459825
68	37	0.1	2	Original	Slow	2	Mobile active aerobic degraders	0.10648220886515146	1.0	205.0	10.648220886515146
69	37	0.1	2	Original	Slow	2	Mobile active nitrate reducers	0.05153155932341252	1.0	205.0	5.153155932341251
70	37	0.1	2	Original	Slow	2	Mobile active sulphate reducers	0.07311387746959627	1.0	205.0	7.311387746959627
71	37	0.1	2	Original	Slow	2	Mobile active ammonia oxidizers	0.11716534043642082	1.0	205.0	11.716534043642083
72	37	0.1	2	Original	Slow	2	Immobile inactive aerobic degraders	0.0452319468396898	1.0	205.0	4.52319468396898
73	37	0.1	2	Original	Slow	2	Immobile inactive nitrate reducers	0.02436531885425131	1.0	205.0	2.436531885425131
74	37	0.1	2	Original	Slow	2	Immobile inactive sulphate reducers	0.13904805180430344	1.0	205.0	13.904805180430344
75	37	0.1	2	Original	Slow	2	Immobile inactive ammonia oxidizers	0.1311104123395492	1.0	205.0	13.11104123395492
76	37	0.1	2	Original	Slow	2	Mobile inactive aerobic degraders	0.22689998755057122	1.0	205.0	22.689998755057122
77	37	0.1	2	Original	Slow	2	Mobile inactive nitrate reducers	0.1995022777418879	1.0	205.0	19.95022777418879
78	37	0.1	2	Original	Slow	2	Mobile inactive sulphate reducers	0.062175522861431874	1.0	205.0	6.217552286143188
79	37	0.1	2	Original	Slow	2	Mobile inactive ammonia oxidizers	0.1438626180436311	1.0	205.0	14.386261804363109
80	37	0.1	2	Original	Slow	5	Immobile active aerobic degraders	0.10982248937541828	1.0	205.0	10.982248937541828
81	37	0.1	2	Original	Slow	5	Immobile active nitrate reducers	0.1906582564590124	1.0	205.0	19.065825645901242
82	37	0.1	2	Original	Slow	5	Immobile active sulphate reducers	0.08635678648893665	1.0	205.0	8.635678648893665
83	37	0.1	2	Original	Slow	5	Immobile active ammonia oxidizers	0.3575330256903797	1.0	205.0	35.75330256903797
84	37	0.1	2	Original	Slow	5	Mobile active aerobic degraders	0.1515190128442596	1.0	205.0	15.151901284425959
85	37	0.1	2	Original	Slow	5	Mobile active nitrate reducers	0.07862162228306291	1.0	205.0	7.862162228306291
86	37	0.1	2	Original	Slow	5	Mobile active sulphate reducers	0.09710780540227651	1.0	205.0	9.71078054022765
87	37	0.1	2	Original	Slow	5	Mobile active ammonia oxidizers	0.1993242889026856	1.0	205.0	19.93242889026856
88	37	0.1	2	Original	Slow	5	Immobile inactive aerobic degraders	0.05688950223225278	1.0	205.0	5.688950223225278
89	37	0.1	2	Original	Slow	5	Immobile inactive nitrate reducers	0.027710496318990918	1.0	205.0	2.771049631899092
90	37	0.1	2	Original	Slow	5	Immobile inactive sulphate reducers	0.1664928550035006	1.0	205.0	16.64928550035006
91	37	0.1	2	Original	Slow	5	Immobile inactive ammonia oxidizers	0.1368575611987162	1.0	205.0	13.68575611987162
92	37	0.1	2	Original	Slow	5	Mobile inactive aerobic degraders	0.2762645413380088	1.0	205.0	27.62645413380088
93	37	0.1	2	Original	Slow	5	Mobile inactive nitrate reducers	0.2414390017600812	1.0	205.0	24.14390017600812
94	37	0.1	2	Original	Slow	5	Mobile inactive sulphate reducers	0.08388317078420901	1.0	205.0	8.3883170784209
95	37	0.1	2	Original	Slow	5	Mobile inactive ammonia oxidizers	0.21517936660082493	1.0	205.0	21.517936660082494
96	38	0.1	5	Original	Slow	1	Immobile active aerobic degraders	0.04226369170347469	1.0	205.0	4.226369170347469
97	38	0.1	5	Original	Slow	1	Immobile active nitrate reducers	0.06648990446809022	1.0	205.0	6.648990446809022
98	38	0.1	5	Original	Slow	1	Immobile active sulphate reducers	0.016433728557941264	1.0	205.0	1.6433728557941265
99	38	0.1	5	Original	Slow	1	Immobile active ammonia oxidizers	0.12292785016205221	1.0	205.0	12.29278501620522
100	38	0.1	5	Original	Slow	1	Mobile active aerobic degraders	0.07679958722147961	1.0	205.0	7.679958722147962
101	38	0.1	5	Original	Slow	1	Mobile active nitrate reducers	0.029001743867385528	1.0	205.0	2.900174386738553
102	38	0.1	5	Original	Slow	1	Mobile active sulphate reducers	0.04334099049080465	1.0	205.0	4.334099049080465
103	38	0.1	5	Original	Slow	1	Mobile active ammonia oxidizers	0.07305298455362026	1.0	205.0	7.305298455362026
104	38	0.1	5	Original	Slow	1	Immobile inactive aerobic degraders	0.013541051659122385	1.0	205.0	1.3541051659122385
105	38	0.1	5	Original	Slow	1	Immobile inactive nitrate reducers	0.018460387936589762	1.0	205.0	1.8460387936589762
106	38	0.1	5	Original	Slow	1	Immobile inactive sulphate reducers	0.030398250455602085	1.0	205.0	3.0398250455602085
107	38	0.1	5	Original	Slow	1	Immobile inactive ammonia oxidizers	0.0859247835565303	1.0	205.0	8.59247835565303
108	38	0.1	5	Original	Slow	1	Mobile inactive aerobic degraders	0.07906382893029451	1.0	205.0	7.906382893029451
109	38	0.1	5	Original	Slow	1	Mobile inactive nitrate reducers	0.07387488277291931	1.0	205.0	7.387488277291931
110	38	0.1	5	Original	Slow	1	Mobile inactive sulphate reducers	0.04221116593887837	1.0	205.0	4.221116593887837
111	38	0.1	5	Original	Slow	1	Mobile inactive ammonia oxidizers	0.1089852809947262	1.0	205.0	10.89852809947262
112	38	0.1	5	Original	Slow	2	Immobile active aerobic degraders	0.08122977744585219	1.0	205.0	8.122977744585219
113	38	0.1	5	Original	Slow	2	Immobile active nitrate reducers	0.1407662743465402	1.0	205.0	14.076627434654021
114	38	0.1	5	Original	Slow	2	Immobile active sulphate reducers	0.07668228651836552	1.0	205.0	7.668228651836552
115	38	0.1	5	Original	Slow	2	Immobile active ammonia oxidizers	0.24965365715168145	1.0	205.0	24.965365715168144
116	38	0.1	5	Original	Slow	2	Mobile active aerobic degraders	0.1137165238259489	1.0	205.0	11.37165238259489
117	38	0.1	5	Original	Slow	2	Mobile active nitrate reducers	0.05658740036726817	1.0	205.0	5.658740036726817
118	38	0.1	5	Original	Slow	2	Mobile active sulphate reducers	0.07258656588413424	1.0	205.0	7.258656588413424
119	38	0.1	5	Original	Slow	2	Mobile active ammonia oxidizers	0.12666590370820605	1.0	205.0	12.666590370820604
120	38	0.1	5	Original	Slow	2	Immobile inactive aerobic degraders	0.045558049043448054	1.0	205.0	4.5558049043448055
121	38	0.1	5	Original	Slow	2	Immobile inactive nitrate reducers	0.02402596074647079	1.0	205.0	2.402596074647079
122	38	0.1	5	Original	Slow	2	Immobile inactive sulphate reducers	0.13804854919181073	1.0	205.0	13.804854919181073
123	38	0.1	5	Original	Slow	2	Immobile inactive ammonia oxidizers	0.12626016135028867	1.0	205.0	12.626016135028866
124	38	0.1	5	Original	Slow	2	Mobile inactive aerobic degraders	0.23409055525258096	1.0	205.0	23.409055525258097
125	38	0.1	5	Original	Slow	2	Mobile inactive nitrate reducers	0.20848188134918585	1.0	205.0	20.848188134918587
126	38	0.1	5	Original	Slow	2	Mobile inactive sulphate reducers	0.06288133486468987	1.0	205.0	6.288133486468987
127	38	0.1	5	Original	Slow	2	Mobile inactive ammonia oxidizers	0.15232020133044677	1.0	205.0	15.232020133044678
128	38	0.1	5	Original	Slow	5	Immobile active aerobic degraders	0.11009646965659844	1.0	205.0	11.009646965659844
129	38	0.1	5	Original	Slow	5	Immobile active nitrate reducers	0.19220427221927988	1.0	205.0	19.220427221927988
130	38	0.1	5	Original	Slow	5	Immobile active sulphate reducers	0.08566086238794897	1.0	205.0	8.566086238794897
131	38	0.1	5	Original	Slow	5	Immobile active ammonia oxidizers	0.3581288385769586	1.0	205.0	35.81288385769586
132	38	0.1	5	Original	Slow	5	Mobile active aerobic degraders	0.15202363209085815	1.0	205.0	15.202363209085815
133	38	0.1	5	Original	Slow	5	Mobile active nitrate reducers	0.07591460912062588	1.0	205.0	7.591460912062588
134	38	0.1	5	Original	Slow	5	Mobile active sulphate reducers	0.09730806842560584	1.0	205.0	9.730806842560584
135	38	0.1	5	Original	Slow	5	Mobile active ammonia oxidizers	0.19577561602474033	1.0	205.0	19.577561602474034
136	38	0.1	5	Original	Slow	5	Immobile inactive aerobic degraders	0.05630290057270173	1.0	205.0	5.630290057270173
137	38	0.1	5	Original	Slow	5	Immobile inactive nitrate reducers	0.02827303894753129	1.0	205.0	2.827303894753129
138	38	0.1	5	Original	Slow	5	Immobile inactive sulphate reducers	0.1649182767603486	1.0	205.0	16.49182767603486
139	38	0.1	5	Original	Slow	5	Immobile inactive ammonia oxidizers	0.13190219723818736	1.0	205.0	13.190219723818736
140	38	0.1	5	Original	Slow	5	Mobile inactive aerobic degraders	0.2772509543887729	1.0	205.0	27.72509543887729
141	38	0.1	5	Original	Slow	5	Mobile inactive nitrate reducers	0.245892570398777	1.0	205.0	24.589257039877698
142	38	0.1	5	Original	Slow	5	Mobile inactive sulphate reducers	0.08201864613092842	1.0	205.0	8.201864613092843
143	38	0.1	5	Original	Slow	5	Mobile inactive ammonia oxidizers	0.20208141698489068	1.0	205.0	20.20814169848907
144	39	0.1	10	Original	Slow	1	Immobile active aerobic degraders	0.042077678623711895	0.9878048780487804	202.5	4.207767862371189
145	39	0.1	10	Original	Slow	1	Immobile active nitrate reducers	0.06581503490535098	0.9878048780487804	202.5	6.581503490535098
146	39	0.1	10	Original	Slow	1	Immobile active sulphate reducers	0.017300639251108717	0.9878048780487804	202.5	1.7300639251108716
147	39	0.1	10	Original	Slow	1	Immobile active ammonia oxidizers	0.1208382129639979	0.9878048780487804	202.5	12.08382129639979
148	39	0.1	10	Original	Slow	1	Mobile active aerobic degraders	0.0773282320104256	0.9878048780487804	202.5	7.73282320104256
149	39	0.1	10	Original	Slow	1	Mobile active nitrate reducers	0.029279994848862276	0.9878048780487804	202.5	2.9279994848862274
150	39	0.1	10	Original	Slow	1	Mobile active sulphate reducers	0.04354169528533267	0.9878048780487804	202.5	4.3541695285332676
151	39	0.1	10	Original	Slow	1	Mobile active ammonia oxidizers	0.08720397192159958	0.9878048780487804	202.5	8.720397192159957
152	39	0.1	10	Original	Slow	1	Immobile inactive aerobic degraders	0.013488851640359128	0.9878048780487804	202.5	1.3488851640359127
153	39	0.1	10	Original	Slow	1	Immobile inactive nitrate reducers	0.01813988579554128	0.9878048780487804	202.5	1.813988579554128
154	39	0.1	10	Original	Slow	1	Immobile inactive sulphate reducers	0.02947355517288258	0.9878048780487804	202.5	2.947355517288258
155	39	0.1	10	Original	Slow	1	Immobile inactive ammonia oxidizers	0.08224730624631027	0.9878048780487804	202.5	8.224730624631027
156	39	0.1	10	Original	Slow	1	Mobile inactive aerobic degraders	0.07863609203677349	0.9878048780487804	202.5	7.863609203677349
157	39	0.1	10	Original	Slow	1	Mobile inactive nitrate reducers	0.07319257461361711	0.9878048780487804	202.5	7.319257461361711
158	39	0.1	10	Original	Slow	1	Mobile inactive sulphate reducers	0.04091677632179058	0.9878048780487804	202.5	4.091677632179058
159	39	0.1	10	Original	Slow	1	Mobile inactive ammonia oxidizers	0.1065700526042955	0.9878048780487804	202.5	10.65700526042955
160	39	0.1	10	Original	Slow	2	Immobile active aerobic degraders	0.08275499465832402	0.9878048780487804	202.5	8.275499465832402
161	39	0.1	10	Original	Slow	2	Immobile active nitrate reducers	0.1393364946365687	0.9878048780487804	202.5	13.933649463656868
162	39	0.1	10	Original	Slow	2	Immobile active sulphate reducers	0.07567899099185885	0.9878048780487804	202.5	7.567899099185885
163	39	0.1	10	Original	Slow	2	Immobile active ammonia oxidizers	0.23919819102908077	0.9878048780487804	202.5	23.919819102908075
164	39	0.1	10	Original	Slow	2	Mobile active aerobic degraders	0.1049472777871979	0.9878048780487804	202.5	10.49472777871979
165	39	0.1	10	Original	Slow	2	Mobile active nitrate reducers	0.05140210819033389	0.9878048780487804	202.5	5.140210819033389
166	39	0.1	10	Original	Slow	2	Mobile active sulphate reducers	0.07286531553106096	0.9878048780487804	202.5	7.286531553106096
167	39	0.1	10	Original	Slow	2	Mobile active ammonia oxidizers	0.11120280699433918	0.9878048780487804	202.5	11.120280699433918
168	39	0.1	10	Original	Slow	2	Immobile inactive aerobic degraders	0.045396753526710465	0.9878048780487804	202.5	4.539675352671047
169	39	0.1	10	Original	Slow	2	Immobile inactive nitrate reducers	0.02428394782404982	0.9878048780487804	202.5	2.428394782404982
170	39	0.1	10	Original	Slow	2	Immobile inactive sulphate reducers	0.13529060808335158	0.9878048780487804	202.5	13.529060808335158
171	39	0.1	10	Original	Slow	2	Immobile inactive ammonia oxidizers	0.12993130673448905	0.9878048780487804	202.5	12.993130673448904
172	39	0.1	10	Original	Slow	2	Mobile inactive aerobic degraders	0.22572931533495172	0.9878048780487804	202.5	22.572931533495172
173	39	0.1	10	Original	Slow	2	Mobile inactive nitrate reducers	0.1989218164773264	0.9878048780487804	202.5	19.89218164773264
174	39	0.1	10	Original	Slow	2	Mobile inactive sulphate reducers	0.062334413462306164	0.9878048780487804	202.5	6.233441346230617
175	39	0.1	10	Original	Slow	2	Mobile inactive ammonia oxidizers	0.14208378186939488	0.9878048780487804	202.5	14.208378186939488
176	39	0.1	10	Original	Slow	5	Immobile active aerobic degraders	0.11000384021016729	0.9878048780487804	202.5	11.000384021016728
177	39	0.1	10	Original	Slow	5	Immobile active nitrate reducers	0.1923096863788854	0.9878048780487804	202.5	19.23096863788854
178	39	0.1	10	Original	Slow	5	Immobile active sulphate reducers	0.08475427207194078	0.9878048780487804	202.5	8.475427207194079
179	39	0.1	10	Original	Slow	5	Immobile active ammonia oxidizers	0.35522972982162676	0.9878048780487804	202.5	35.52297298216268
180	39	0.1	10	Original	Slow	5	Mobile active aerobic degraders	0.15123721981786944	0.9878048780487804	202.5	15.123721981786945
181	39	0.1	10	Original	Slow	5	Mobile active nitrate reducers	0.07756978365703163	0.9878048780487804	202.5	7.756978365703163
182	39	0.1	10	Original	Slow	5	Mobile active sulphate reducers	0.09698276413533699	0.9878048780487804	202.5	9.6982764135337
183	39	0.1	10	Original	Slow	5	Mobile active ammonia oxidizers	0.1977040758067739	0.9878048780487804	202.5	19.77040758067739
184	39	0.1	10	Original	Slow	5	Immobile inactive aerobic degraders	0.057051000164575275	0.9878048780487804	202.5	5.705100016457528
185	39	0.1	10	Original	Slow	5	Immobile inactive nitrate reducers	0.02734809616596536	0.9878048780487804	202.5	2.734809616596536
186	39	0.1	10	Original	Slow	5	Immobile inactive sulphate reducers	0.16379152128237062	0.9878048780487804	202.5	16.379152128237063
187	39	0.1	10	Original	Slow	5	Immobile inactive ammonia oxidizers	0.13170325155361304	0.9878048780487804	202.5	13.170325155361304
188	39	0.1	10	Original	Slow	5	Mobile inactive aerobic degraders	0.2759565124395837	0.9878048780487804	202.5	27.59565124395837
189	39	0.1	10	Original	Slow	5	Mobile inactive nitrate reducers	0.24160627538523327	0.9878048780487804	202.5	24.16062753852333
190	39	0.1	10	Original	Slow	5	Mobile inactive sulphate reducers	0.08039684326825869	0.9878048780487804	202.5	8.039684326825869
191	39	0.1	10	Original	Slow	5	Mobile inactive ammonia oxidizers	0.21094882733952489	0.9878048780487804	202.5	21.09488273395249
192	40	1.0	2	Original	Slow	1	Immobile active aerobic degraders	0.04317923454130574	0.8170731707317073	167.5	4.317923454130574
193	40	1.0	2	Original	Slow	1	Immobile active nitrate reducers	0.06841315128912251	0.8170731707317073	167.5	6.841315128912251
194	40	1.0	2	Original	Slow	1	Immobile active sulphate reducers	0.01616175416221865	0.8170731707317073	167.5	1.616175416221865
195	40	1.0	2	Original	Slow	1	Immobile active ammonia oxidizers	0.09514166254411156	0.8170731707317073	167.5	9.514166254411156
196	40	1.0	2	Original	Slow	1	Mobile active aerobic degraders	0.12866769075626808	0.8170731707317073	167.5	12.866769075626808
197	40	1.0	2	Original	Slow	1	Mobile active nitrate reducers	0.02986362440099508	0.8170731707317073	167.5	2.986362440099508
198	40	1.0	2	Original	Slow	1	Mobile active sulphate reducers	0.04072080496949778	0.8170731707317073	167.5	4.072080496949778
199	40	1.0	2	Original	Slow	1	Mobile active ammonia oxidizers	0.04554325554772633	0.8170731707317073	167.5	4.554325554772633
200	40	1.0	2	Original	Slow	1	Immobile inactive aerobic degraders	0.009658116542910057	0.8170731707317073	167.5	0.9658116542910057
201	40	1.0	2	Original	Slow	1	Immobile inactive nitrate reducers	0.014470566217889252	0.8170731707317073	167.5	1.4470566217889251
202	40	1.0	2	Original	Slow	1	Immobile inactive sulphate reducers	0.02130001594221359	0.8170731707317073	167.5	2.1300015942213593
203	40	1.0	2	Original	Slow	1	Immobile inactive ammonia oxidizers	0.05557177632260697	0.8170731707317073	167.5	5.557177632260697
204	40	1.0	2	Original	Slow	1	Mobile inactive aerobic degraders	0.05709365580139651	0.8170731707317073	167.5	5.709365580139651
205	40	1.0	2	Original	Slow	1	Mobile inactive nitrate reducers	0.050835504889428756	0.8170731707317073	167.5	5.083550488942875
206	40	1.0	2	Original	Slow	1	Mobile inactive sulphate reducers	0.02009527299810862	0.8170731707317073	167.5	2.009527299810862
207	40	1.0	2	Original	Slow	1	Mobile inactive ammonia oxidizers	0.05486422128620945	0.8170731707317073	167.5	5.486422128620945
208	40	1.0	2	Original	Slow	2	Immobile active aerobic degraders	0.0790719004397737	0.8170731707317073	167.5	7.90719004397737
209	40	1.0	2	Original	Slow	2	Immobile active nitrate reducers	0.14821716256962247	0.8170731707317073	167.5	14.821716256962247
210	40	1.0	2	Original	Slow	2	Immobile active sulphate reducers	0.070143205771001	0.8170731707317073	167.5	7.0143205771001
211	40	1.0	2	Original	Slow	2	Immobile active ammonia oxidizers	0.21417075283105821	0.8170731707317073	167.5	21.41707528310582
212	40	1.0	2	Original	Slow	2	Mobile active aerobic degraders	0.23143108645971883	0.8170731707317073	167.5	23.143108645971882
213	40	1.0	2	Original	Slow	2	Mobile active nitrate reducers	0.07222664448240344	0.8170731707317073	167.5	7.222664448240344
214	40	1.0	2	Original	Slow	2	Mobile active sulphate reducers	0.07177647713847317	0.8170731707317073	167.5	7.177647713847317
215	40	1.0	2	Original	Slow	2	Mobile active ammonia oxidizers	0.07719615292706515	0.8170731707317073	167.5	7.719615292706515
216	40	1.0	2	Original	Slow	2	Immobile inactive aerobic degraders	0.037428059258497286	0.8170731707317073	167.5	3.7428059258497286
217	40	1.0	2	Original	Slow	2	Immobile inactive nitrate reducers	0.0285086941324126	0.8170731707317073	167.5	2.8508694132412598
218	40	1.0	2	Original	Slow	2	Immobile inactive sulphate reducers	0.09513440229546755	0.8170731707317073	167.5	9.513440229546754
219	40	1.0	2	Original	Slow	2	Immobile inactive ammonia oxidizers	0.09511017307458304	0.8170731707317073	167.5	9.511017307458305
220	40	1.0	2	Original	Slow	2	Mobile inactive aerobic degraders	0.24764904342964603	0.8170731707317073	167.5	24.764904342964602
221	40	1.0	2	Original	Slow	2	Mobile inactive nitrate reducers	0.22488366138564064	0.8170731707317073	167.5	22.488366138564064
222	40	1.0	2	Original	Slow	2	Mobile inactive sulphate reducers	0.06297136569231654	0.8170731707317073	167.5	6.297136569231654
223	40	1.0	2	Original	Slow	2	Mobile inactive ammonia oxidizers	0.12035211954886971	0.8170731707317073	167.5	12.035211954886972
224	40	1.0	2	Original	Slow	5	Immobile active aerobic degraders	0.11172523493113984	0.8170731707317073	167.5	11.172523493113983
225	40	1.0	2	Original	Slow	5	Immobile active nitrate reducers	0.20425322298284235	0.8170731707317073	167.5	20.425322298284236
226	40	1.0	2	Original	Slow	5	Immobile active sulphate reducers	0.09138510369061227	0.8170731707317073	167.5	9.138510369061228
227	40	1.0	2	Original	Slow	5	Immobile active ammonia oxidizers	0.2844334290142871	0.8170731707317073	167.5	28.443342901428707
228	40	1.0	2	Original	Slow	5	Mobile active aerobic degraders	0.27543719653640814	0.8170731707317073	167.5	27.543719653640814
