,Unnamed: 0,Trial,Variance,Anisotropy,Regime,Time_series,Chem,Sensitivity,Timloc_max,Sensitivitybase,Timloc_maxbase,fraction,Time,Sensitivity%,Sensitivitybase%,cov,sensbase,Senssquared
44,44,H,0.0,1,Slow,5,Mobile inactive aerobic degraders,0.27645887663616103,1.0,0.33138121116004843,0.33138121116004843,1.0,205.0,27.645887663616104,33.13812111600484,0.27,33.13812111600484,1.0
45,45,H,0.0,1,Slow,5,Mobile inactive nitrate reducers,0.2406429644159615,1.0,0.2840936252506168,0.2840936252506168,1.0,205.0,24.06429644159615,28.409362525061677,0.27,28.409362525061677,1.0
46,46,H,0.0,1,Slow,5,Mobile inactive sulphate reducers,0.08641543883547058,3.0,0.09013582332567724,0.09013582332567724,1.0,205.0,8.641543883547058,9.013582332567722,0.27,9.013582332567722,1.0
47,47,H,0.0,1,Slow,5,Mobile inactive ammonia oxidizers,0.2258807141333221,3.0,0.27833616731740546,0.27833616731740546,1.0,205.0,22.588071413332216,27.833616731740545,0.27,27.833616731740545,1.0
48,48,37,0.1,2,Slow,1,Immobile active aerobic degraders,0.04195154789986328,4.0,0.04157315403436053,0.04157315403436053,1.0,205.0,4.1951547899863275,4.157315403436053,0.15,4.131803766371363,1.0061744551549927
49,49,37,0.1,2,Slow,1,Immobile active nitrate reducers,0.06572470005246349,4.0,0.06568711887980279,0.06568711887980279,1.0,205.0,6.572470005246348,6.568711887980279,0.15,6.515021610640496,1.008240997581972
50,50,37,0.1,2,Slow,1,Immobile active sulphate reducers,0.017551264394693372,10.0,0.01776880820108953,0.01776880820108953,1.0,205.0,1.7551264394693369,1.7768808201089532,0.15,1.9358810334695724,0.9178667435593126
51,51,37,0.1,2,Slow,1,Immobile active ammonia oxidizers,0.12206690278899532,4.0,0.11393339241628254,0.11393339241628254,1.0,205.0,12.206690278899535,11.393339241628258,0.15,11.394020259022655,0.9999402302805406
52,52,37,0.1,2,Slow,1,Mobile active aerobic degraders,0.07780893468622031,6.0,0.08414586395919411,0.08414586395919411,1.0,205.0,7.780893468622033,8.414586395919411,0.15,8.187189971061795,1.02777466086183
53,53,37,0.1,2,Slow,1,Mobile active nitrate reducers,0.02957920294988068,10.0,0.030957498318274174,0.030957498318274174,1.0,205.0,2.9579202949880683,3.0957498318274177,0.15,3.0638651414459614,1.0104066885810805
54,54,37,0.1,2,Slow,1,Mobile active sulphate reducers,0.04374251032773828,10.0,0.043691265170712236,0.043691265170712236,1.0,205.0,4.374251032773828,4.3691265170712255,0.15,4.426124966169077,0.9871222684552476
55,55,37,0.1,2,Slow,1,Mobile active ammonia oxidizers,0.08693858402493611,6.0,0.08121493027600465,0.08121493027600465,1.0,205.0,8.69385840249361,8.121493027600465,0.15,9.016602103965813,0.9007265635053755
56,56,37,0.1,2,Slow,1,Immobile inactive aerobic degraders,0.013701910205413744,4.0,0.01365920490605833,0.01365920490605833,1.0,205.0,1.3701910205413743,1.3659204906058329,0.15,1.3808020085518882,0.9892225548240169
57,57,37,0.1,2,Slow,1,Immobile inactive nitrate reducers,0.01843521385668213,4.0,0.018748031904219118,0.018748031904219118,1.0,205.0,1.843521385668213,1.874803190421912,0.15,1.8784133574662518,0.9980780763563087
58,58,37,0.1,2,Slow,1,Immobile inactive sulphate reducers,0.030878489116592574,4.0,0.030954318515700036,0.030954318515700036,1.0,205.0,3.0878489116592576,3.0954318515700034,0.15,3.192582889994477,0.9695697678738604
59,59,37,0.1,2,Slow,1,Immobile inactive ammonia oxidizers,0.08638619547547165,4.0,0.09369898036890376,0.09369898036890376,1.0,205.0,8.638619547547165,9.369898036890376,0.15,9.525969118872721,0.9836162515293967
60,60,37,0.1,2,Slow,1,Mobile inactive aerobic degraders,0.08023001697670963,4.0,0.08327392207226203,0.08327392207226203,1.0,205.0,8.023001697670963,8.327392207226204,0.15,8.273550108806276,1.006507738239552
61,61,37,0.1,2,Slow,1,Mobile inactive nitrate reducers,0.07495700836351205,4.0,0.07836435449141753,0.07836435449141753,1.0,205.0,7.495700836351203,7.836435449141753,0.15,7.80992054433423,1.0033950287531104
62,62,37,0.1,2,Slow,1,Mobile inactive sulphate reducers,0.043313163434557565,4.0,0.04398704721719271,0.04398704721719271,1.0,205.0,4.3313163434557564,4.398704721719271,0.15,4.505028859120077,0.9763987888367107
63,63,37,0.1,2,Slow,1,Mobile inactive ammonia oxidizers,0.11108719574232843,4.0,0.12277693252334568,0.12277693252334568,1.0,205.0,11.108719574232843,12.277693252334569,0.15,12.69864536741205,0.9668506283231004
64,64,37,0.1,2,Slow,2,Immobile active aerobic degraders,0.08218880562285907,1.0,0.08123735465856616,0.08123735465856616,1.0,205.0,8.218880562285907,8.123735465856615,0.17,8.232669048797616,0.9867681328746101
65,65,37,0.1,2,Slow,2,Immobile active nitrate reducers,0.1381616967227628,1.0,0.13740339249765546,0.13740339249765546,1.0,205.0,13.81616967227628,13.740339249765544,0.17,13.582445798890607,1.0116248172982096
66,66,37,0.1,2,Slow,2,Immobile active sulphate reducers,0.0778918282559961,1.0,0.07847320021411341,0.07847320021411341,1.0,205.0,7.7891828255996085,7.847320021411343,0.17,8.05701923830712,0.9739731021245721
67,67,37,0.1,2,Slow,2,Immobile active ammonia oxidizers,0.2441966069245982,1.0,0.2274404029817544,0.2274404029817544,1.0,205.0,24.419660692459818,22.744040298175438,0.17,21.750291532377528,1.0456889860220318
68,68,37,0.1,2,Slow,2,Mobile active aerobic degraders,0.10648220886515143,1.0,0.11518388839018835,0.11518388839018835,1.0,205.0,10.648220886515142,11.518388839018836,0.17,10.980949663583619,1.0489428685041275
69,69,37,0.1,2,Slow,2,Mobile active nitrate reducers,0.0515315593234125,1.0,0.0550601245391446,0.0550601245391446,1.0,205.0,5.15315593234125,5.50601245391446,0.17,4.979591754320742,1.1057156340450898
70,70,37,0.1,2,Slow,2,Mobile active sulphate reducers,0.07311387746959627,1.0,0.07332910745904812,0.07332910745904812,1.0,205.0,7.311387746959628,7.332910745904813,0.17,7.385848955764657,0.992832481387461
71,71,37,0.1,2,Slow,2,Mobile active ammonia oxidizers,0.1171653404364208,1.0,0.10965420609897028,0.10965420609897028,1.0,205.0,11.71653404364208,10.965420609897027,0.17,9.914673951312096,1.1059789422975301
72,72,37,0.1,2,Slow,2,Immobile inactive aerobic degraders,0.0452319468396898,1.0,0.045474876554914785,0.045474876554914785,1.0,205.0,4.52319468396898,4.547487655491478,0.17,4.585873870340809,0.9916294656297475
73,73,37,0.1,2,Slow,2,Immobile inactive nitrate reducers,0.02436531885425131,1.0,0.024852106945155397,0.024852106945155397,1.0,205.0,2.4365318854251306,2.485210694515539,0.17,2.4150288449175434,1.0290604601869224
74,74,37,0.1,2,Slow,2,Immobile inactive sulphate reducers,0.13904805180430346,1.0,0.13689990225691034,0.13689990225691034,1.0,205.0,13.904805180430346,13.689990225691036,0.17,13.866546348388072,0.9872674768279587
75,75,37,0.1,2,Slow,2,Immobile inactive ammonia oxidizers,0.13111041233954926,1.0,0.13714649164881504,0.13714649164881504,1.0,205.0,13.111041233954925,13.714649164881505,0.17,14.479234811490883,0.9471943333633491
76,76,37,0.1,2,Slow,2,Mobile inactive aerobic degraders,0.22689998755057125,1.0,0.2541332687828369,0.2541332687828369,1.0,205.0,22.689998755057125,25.41332687828369,0.17,25.012628793129693,1.0160198309609128
77,77,37,0.1,2,Slow,2,Mobile inactive nitrate reducers,0.19950227774188786,1.0,0.22345703146152834,0.22345703146152834,1.0,205.0,19.950227774188786,22.34570314615284,0.17,21.608463625384868,1.0341180906495309
78,78,37,0.1,2,Slow,2,Mobile inactive sulphate reducers,0.062175522861431874,1.0,0.06382260121362365,0.06382260121362365,1.0,205.0,6.217552286143187,6.382260121362365,0.17,6.370337437947991,1.001871593699786
79,79,37,0.1,2,Slow,2,Mobile inactive ammonia oxidizers,0.1438626180436311,1.0,0.1595301566521039,0.1595301566521039,1.0,205.0,14.386261804363107,15.95301566521039,0.17,15.402165619420902,1.0357644541294186
80,80,37,0.1,2,Slow,5,Immobile active aerobic degraders,0.10982248937541828,1.0,0.10806439408338556,0.10806439408338556,1.0,205.0,10.982248937541831,10.806439408338557,0.27,10.73368460480124,1.006778176014672
81,81,37,0.1,2,Slow,5,Immobile active nitrate reducers,0.1906582564590124,1.0,0.1880520575311595,0.1880520575311595,1.0,205.0,19.06582564590124,18.80520575311595,0.27,18.708558380143,1.0051659444308403
82,82,37,0.1,2,Slow,5,Immobile active sulphate reducers,0.08635678648893665,1.0,0.08710701419673128,0.08710701419673128,1.0,205.0,8.635678648893665,8.710701419673128,0.27,8.51847809700711,1.0225654536499371
83,83,37,0.1,2,Slow,5,Immobile active ammonia oxidizers,0.3575330256903797,1.0,0.3177852080588569,0.3177852080588569,1.0,205.0,35.75330256903797,31.77852080588569,0.27,32.13452915289449,0.9889213143495919
84,84,37,0.1,2,Slow,5,Mobile active aerobic degraders,0.15151901284425962,1.0,0.17556470680329053,0.17556470680329053,1.0,205.0,15.151901284425962,17.556470680329053,0.27,17.341966369061712,1.0123690881819503
85,85,37,0.1,2,Slow,5,Mobile active nitrate reducers,0.07862162228306292,3.0,0.08718318561537987,0.08718318561537987,1.0,205.0,7.8621622283062935,8.718318561537988,0.27,8.48682972417175,1.027276243884913
86,86,37,0.1,2,Slow,5,Mobile active sulphate reducers,0.09710780540227652,1.0,0.09776440712282064,0.09776440712282064,1.0,205.0,9.71078054022765,9.776440712282064,0.27,9.663735305788032,1.0116627166336527
87,87,37,0.1,2,Slow,5,Mobile active ammonia oxidizers,0.19932428890268564,1.0,0.17516305269267327,0.17516305269267327,1.0,205.0,19.932428890268568,17.516305269267328,0.27,18.62415405992291,0.9405154839736025
88,88,37,0.1,2,Slow,5,Immobile inactive aerobic degraders,0.056889502232252774,1.0,0.05759732295534401,0.05759732295534401,1.0,205.0,5.6889502232252775,5.759732295534401,0.27,5.783706820848606,0.9958548166328584
89,89,37,0.1,2,Slow,5,Immobile inactive nitrate reducers,0.027710496318990918,1.0,0.0283319869320282,0.0283319869320282,1.0,205.0,2.7710496318990923,2.83319869320282,0.27,2.8052872656622463,1.009949579097378
90,90,37,0.1,2,Slow,5,Immobile inactive sulphate reducers,0.1664928550035006,1.0,0.16110499869219666,0.16110499869219666,1.0,205.0,16.64928550035006,16.110499869219662,0.27,16.386034699013162,0.9831847768630629
91,91,37,0.1,2,Slow,5,Immobile inactive ammonia oxidizers,0.1368575611987162,3.0,0.14575213170669524,0.14575213170669524,1.0,205.0,13.685756119871618,14.575213170669524,0.27,14.847338541975914,0.9816717743360506
92,92,37,0.1,2,Slow,5,Mobile inactive aerobic degraders,0.2762645413380089,1.0,0.3326704204509921,0.3326704204509921,1.0,205.0,27.62645413380089,33.26704204509921,0.27,33.13812111600484,1.003890411548774
93,93,37,0.1,2,Slow,5,Mobile inactive nitrate reducers,0.2414390017600812,1.0,0.28747833121537675,0.28747833121537675,1.0,205.0,24.14390017600812,28.747833121537674,0.27,28.409362525061677,1.0119140510871165
94,94,37,0.1,2,Slow,5,Mobile inactive sulphate reducers,0.08388317078420901,3.0,0.08740837886851655,0.08740837886851655,1.0,205.0,8.3883170784209,8.740837886851653,0.27,9.013582332567722,0.9697407273098739
95,95,37,0.1,2,Slow,5,Mobile inactive ammonia oxidizers,0.21517936660082485,3.0,0.25840952110516346,0.25840952110516346,1.0,205.0,21.517936660082484,25.84095211051635,0.27,27.833616731740545,0.9284079880660344
96,96,38,0.1,5,Slow,1,Immobile active aerobic degraders,0.04226369170347469,4.0,0.04188377983818616,0.04188377983818616,1.0,205.0,4.226369170347469,4.188377983818616,0.15,4.131803766371363,1.013692377626379
97,97,38,0.1,5,Slow,1,Immobile active nitrate reducers,0.06648990446809024,4.0,0.06638961155417883,0.06638961155417883,1.0,205.0,6.648990446809024,6.638961155417883,0.15,6.515021610640496,1.0190236582753565
98,98,38,0.1,5,Slow,1,Immobile active sulphate reducers,0.01643372855794126,10.0,0.016599666757239673,0.016599666757239673,1.0,205.0,1.6433728557941265,1.6599666757239673,0.15,1.9358810334695724,0.8574734950261386
99,99,38,0.1,5,Slow,1,Immobile active ammonia oxidizers,0.1229278501620522,4.0,0.11458835538948195,0.11458835538948195,1.0,205.0,12.29278501620522,11.458835538948195,0.15,11.394020259022655,1.005688534727171
100,100,38,0.1,5,Slow,1,Mobile active aerobic degraders,0.07679958722147961,6.0,0.08398780756608641,0.08398780756608641,1.0,205.0,7.679958722147963,8.398780756608641,0.15,8.187189971061795,1.0258441279968742
101,101,38,0.1,5,Slow,1,Mobile active nitrate reducers,0.029001743867385524,10.0,0.03123138948588281,0.03123138948588281,1.0,205.0,2.900174386738553,3.1231389485882817,0.15,3.0638651414459614,1.0193460888145836
102,102,38,0.1,5,Slow,1,Mobile active sulphate reducers,0.043340990490804664,10.0,0.04332816862279094,0.04332816862279094,1.0,205.0,4.334099049080466,4.332816862279094,0.15,4.426124966169077,0.9789187823201604
103,103,38,0.1,5,Slow,1,Mobile active ammonia oxidizers,0.07305298455362028,6.0,0.06838636270683858,0.06838636270683858,1.0,205.0,7.305298455362028,6.838636270683857,0.15,9.016602103965813,0.7584493794703426
104,104,38,0.1,5,Slow,1,Immobile inactive aerobic degraders,0.013541051659122387,4.0,0.01354280443491419,0.01354280443491419,1.0,205.0,1.3541051659122387,1.3542804434914189,0.15,1.3808020085518882,0.9807926372526907
105,105,38,0.1,5,Slow,1,Immobile inactive nitrate reducers,0.01846038793658976,4.0,0.01874802896641997,0.01874802896641997,1.0,205.0,1.846038793658976,1.8748028966419967,0.15,1.8784133574662518,0.998077919958403
106,106,38,0.1,5,Slow,1,Immobile inactive sulphate reducers,0.03039825045560209,4.0,0.030346004765566762,0.030346004765566762,1.0,205.0,3.0398250455602094,3.034600476556676,0.15,3.192582889994477,0.950515798999952
107,107,38,0.1,5,Slow,1,Immobile inactive ammonia oxidizers,0.08592478355653031,4.0,0.09272618317158046,0.09272618317158046,1.0,205.0,8.59247835565303,9.272618317158047,0.15,9.525969118872721,0.9734041966173563
108,108,38,0.1,5,Slow,1,Mobile inactive aerobic degraders,0.07906382893029451,4.0,0.08447967146920768,0.08447967146920768,1.0,205.0,7.906382893029451,8.447967146920767,0.15,8.273550108806276,1.0210812814113308
109,109,38,0.1,5,Slow,1,Mobile inactive nitrate reducers,0.07387488277291931,4.0,0.0799305157264423,0.0799305157264423,1.0,205.0,7.387488277291932,7.99305157264423,0.15,7.80992054433423,1.0234485136270501
110,110,38,0.1,5,Slow,1,Mobile inactive sulphate reducers,0.042211165938878366,4.0,0.04288283562359592,0.04288283562359592,1.0,205.0,4.221116593887837,4.288283562359592,0.15,4.505028859120077,0.9518881446626694
111,111,38,0.1,5,Slow,1,Mobile inactive ammonia oxidizers,0.10898528099472618,4.0,0.11991808537413395,0.11991808537413395,1.0,205.0,10.898528099472617,11.991808537413394,0.15,12.69864536741205,0.9443376195217973
112,112,38,0.1,5,Slow,2,Immobile active aerobic degraders,0.08122977744585219,1.0,0.08034759943011012,0.08034759943011012,1.0,205.0,8.122977744585219,8.034759943011013,0.17,8.232669048797616,0.9759605172255154
113,113,38,0.1,5,Slow,2,Immobile active nitrate reducers,0.1407662743465402,1.0,0.13976715967408315,0.13976715967408315,1.0,205.0,14.07662743465402,13.976715967408314,0.17,13.582445798890607,1.029027921359341
114,114,38,0.1,5,Slow,2,Immobile active sulphate reducers,0.07668228651836552,1.0,0.07707594542978369,0.07707594542978369,1.0,205.0,7.668228651836553,7.7075945429783665,0.17,8.05701923830712,0.9566310213500033
115,115,38,0.1,5,Slow,2,Immobile active ammonia oxidizers,0.24965365715168136,1.0,0.23220106961931244,0.23220106961931244,1.0,205.0,24.965365715168137,23.220106961931247,0.17,21.750291532377528,1.0675768151137537
116,116,38,0.1,5,Slow,2,Mobile active aerobic degraders,0.11371652382594888,1.0,0.1250895227491127,0.1250895227491127,1.0,205.0,11.37165238259489,12.50895227491127,0.17,10.980949663583619,1.1391503156047607
117,117,38,0.1,5,Slow,2,Mobile active nitrate reducers,0.05658740036726818,1.0,0.062411215960320336,0.062411215960320336,1.0,205.0,5.658740036726817,6.241121596032034,0.17,4.979591754320742,1.2533400133889843
118,118,38,0.1,5,Slow,2,Mobile active sulphate reducers,0.07258656588413424,1.0,0.0728828489854781,0.0728828489854781,1.0,205.0,7.258656588413423,7.2882848985478095,0.17,7.385848955764657,0.9867904071960883
119,119,38,0.1,5,Slow,2,Mobile active ammonia oxidizers,0.12666590370820602,1.0,0.11819132808064743,0.11819132808064743,1.0,205.0,12.6665903708206,11.819132808064742,0.17,9.914673951312096,1.1920848699720088
120,120,38,0.1,5,Slow,2,Immobile inactive aerobic degraders,0.04555804904344805,1.0,0.045967590658457035,0.045967590658457035,1.0,205.0,4.5558049043448055,4.5967590658457045,0.17,4.585873870340809,1.0023736360424773
121,121,38,0.1,5,Slow,2,Immobile inactive nitrate reducers,0.02402596074647079,1.0,0.0244507896478713,0.0244507896478713,1.0,205.0,2.402596074647079,2.44507896478713,0.17,2.4150288449175434,1.012442965198046
122,122,38,0.1,5,Slow,2,Immobile inactive sulphate reducers,0.13804854919181073,1.0,0.1353693473562624,0.1353693473562624,1.0,205.0,13.804854919181073,13.53693473562624,0.17,13.866546348388072,0.976229725522091
123,123,38,0.1,5,Slow,2,Immobile inactive ammonia oxidizers,0.12626016135028864,1.0,0.13170664377440994,0.13170664377440994,1.0,205.0,12.626016135028866,13.170664377440994,0.17,14.479234811490883,0.9096243378129767
124,124,38,0.1,5,Slow,2,Mobile inactive aerobic degraders,0.2340905552525809,1.0,0.2712292942820902,0.2712292942820902,1.0,205.0,23.40905552525809,27.12292942820902,0.17,25.012628793129693,1.0843694060521527
125,125,38,0.1,5,Slow,2,Mobile inactive nitrate reducers,0.20848188134918585,1.0,0.24303020510180645,0.24303020510180645,1.0,205.0,20.848188134918583,24.303020510180644,0.17,21.608463625384868,1.1246991424985118
126,126,38,0.1,5,Slow,2,Mobile inactive sulphate reducers,0.06288133486468987,1.0,0.06462977238813693,0.06462977238813693,1.0,205.0,6.288133486468987,6.462977238813692,0.17,6.370337437947991,1.0145423695005302
