	Unnamed: 0	Trial	Variance	Anisotropy	Domain	Regime	Time_series	Chem	Mass	Contribution	Time	fraction	Mass_base	Cont_base	meanmass_fraction	contribution_fraction
2770	2770	76	5.0	2	Original	Slow	5	Total	193.42248352210285	1.0	187.5	0.9146341463414634	35.93417364861032	35.93417364861032	5.382689063995857	0.027828662759263784
2771	2771	76	5.0	2	Original	Slow	1	Immobile active aerobic degraders	2.817486117159101	0.015614997837471441	187.5	0.9146341463414634	0.5663922087751297	0.5663922087751297	4.974443633771285	0.027569231348079756
2772	2772	76	5.0	2	Original	Slow	1	Immobile active nitrate reducers	2.0700489084886606	0.011472570896676844	187.5	0.9146341463414634	0.4146813324894306	0.4146813324894306	4.991902808987482	0.027665993132134192
2773	2773	76	5.0	2	Original	Slow	1	Immobile active sulphate reducers	0.002069182634950588	1.1467769858140652e-05	187.5	0.9146341463414634	0.0004253832608752912	0.0004253832608752912	4.864278464302822	0.026958676828382856
2774	2774	76	5.0	2	Original	Slow	1	Immobile active ammonia oxidizers	0.3985751991142775	0.0022089730395955455	187.5	0.9146341463414634	0.0801475102527121	0.0801475102527121	4.973020345329943	0.027561343236121253
2775	2775	76	5.0	2	Original	Slow	1	Mobile active aerobic degraders	4.015958618342308	0.022257140774847986	187.5	0.9146341463414634	0.7488154133284892	0.7488154133284892	5.363082205388037	0.02972313387075575
2776	2776	76	5.0	2	Original	Slow	1	Mobile active nitrate reducers	3.2313346025283463	0.017908618084515472	187.5	0.9146341463414634	0.6443842464282469	0.6443842464282469	5.014608318622451	0.027791831013531183
2777	2777	76	5.0	2	Original	Slow	1	Mobile active sulphate reducers	0.005617944584466069	3.113562547947005e-05	187.5	0.9146341463414634	0.0011607867484612485	0.0011607867484612485	4.839773189962133	0.026822864338125647
2778	2778	76	5.0	2	Original	Slow	1	Mobile active ammonia oxidizers	0.23991574737988314	0.0013296547776035304	187.5	0.9146341463414634	0.049169545255556016	0.049169545255556016	4.879356645113031	0.027042242727540442
2779	2779	76	5.0	2	Original	Slow	1	Immobile inactive aerobic degraders	43.249925225290696	0.2396986039259265	187.5	0.9146341463414634	8.6423480200245	8.6423480200245	5.0044183739279795	0.027735356568670908
2780	2780	76	5.0	2	Original	Slow	1	Immobile inactive nitrate reducers	15.206025047097475	0.08427443414215606	187.5	0.9146341463414634	3.0296140889048138	3.0296140889048138	5.019129367923674	0.02781688745467273
2781	2781	76	5.0	2	Original	Slow	1	Immobile inactive sulphate reducers	1.0941025595826797	0.006063706577934051	187.5	0.9146341463414634	0.2274971745920451	0.2274971745920451	4.809301748668562	0.026653986313490155
2782	2782	76	5.0	2	Original	Slow	1	Immobile inactive ammonia oxidizers	0.452210012789181	0.0025062265005606947	187.5	0.9146341463414634	0.09524963553275843	0.09524963553275843	4.747629849288568	0.026312189926424954
2783	2783	76	5.0	2	Original	Slow	1	Mobile inactive aerobic degraders	80.77003930378693	0.4476415984376955	187.5	0.9146341463414634	16.069189481705013	16.069189481705013	5.026391617059759	0.027857136101814062
2784	2784	76	5.0	2	Original	Slow	1	Mobile inactive nitrate reducers	25.75140848733664	0.1427187823189897	187.5	0.9146341463414634	5.099417454383929	5.099417454383929	5.049872601663227	0.02798727180029074
2785	2785	76	5.0	2	Original	Slow	1	Mobile inactive sulphate reducers	0.8646589003388231	0.004792089933190158	187.5	0.9146341463414634	0.19775626000558788	0.19775626000558788	4.372346545764928	0.02423230462112679
2786	2786	76	5.0	2	Original	Slow	1	Mobile inactive ammonia oxidizers	0.26523876756785897	0.0014699993574988142	187.5	0.9146341463414634	0.06792510692276556	0.06792510692276556	3.904870814107801	0.021641472852891957
2787	2787	76	5.0	2	Original	Slow	1	Total	180.43461462402234	1.0	187.5	0.9146341463414634	35.93417364861032	35.93417364861032	5.0212540404696435	0.027828662759263784
2788	2788	77	5.0	5	Original	Slow	0	Immobile active aerobic degraders	0.5699937802611247	0.015937472661636684	187.5	0.9146341463414634	0.5699937802611247	0.5699937802611247	1.0	0.02796078345685708
2789	2789	77	5.0	5	Original	Slow	0	Immobile active nitrate reducers	0.4239251475305432	0.01185327925201771	187.5	0.9146341463414634	0.4239251475305432	0.4239251475305432	1.0	0.02796078345685708
2790	2790	77	5.0	5	Original	Slow	0	Immobile active sulphate reducers	0.00046028711509917713	1.2869988353269545e-05	187.5	0.9146341463414634	0.00046028711509917713	0.00046028711509917713	1.0	0.027960783456857086
2791	2791	77	5.0	5	Original	Slow	0	Immobile active ammonia oxidizers	0.07661639205759563	0.002142254347568096	187.5	0.9146341463414634	0.07661639205759563	0.07661639205759563	1.0	0.02796078345685708
2792	2792	77	5.0	5	Original	Slow	0	Mobile active aerobic degraders	0.7554454765503469	0.021122847383286455	187.5	0.9146341463414634	0.7554454765503469	0.7554454765503469	1.0	0.027960783456857083
2793	2793	77	5.0	5	Original	Slow	0	Mobile active nitrate reducers	0.5850729293738407	0.016359097484690995	187.5	0.9146341463414634	0.5850729293738407	0.5850729293738407	1.0	0.02796078345685708
2794	2794	77	5.0	5	Original	Slow	0	Mobile active sulphate reducers	0.0010971380898921646	3.067684055374461e-05	187.5	0.9146341463414634	0.0010971380898921646	0.0010971380898921646	1.0	0.02796078345685708
2795	2795	77	5.0	5	Original	Slow	0	Mobile active ammonia oxidizers	0.042067390865164776	0.00117623720657584	187.5	0.9146341463414634	0.042067390865164776	0.042067390865164776	1.0	0.027960783456857083
2796	2796	77	5.0	5	Original	Slow	0	Immobile inactive aerobic degraders	8.127586080417016	0.227253674421506	187.5	0.9146341463414634	8.127586080417016	8.127586080417016	1.0	0.027960783456857083
2797	2797	77	5.0	5	Original	Slow	0	Immobile inactive nitrate reducers	3.0766722878517934	0.08602616760833705	187.5	0.9146341463414634	3.0766722878517934	3.0766722878517934	1.0	0.02796078345685708
2798	2798	77	5.0	5	Original	Slow	0	Immobile inactive sulphate reducers	0.23461970739090995	0.006560150833068404	187.5	0.9146341463414634	0.23461970739090995	0.23461970739090995	1.0	0.02796078345685708
2799	2799	77	5.0	5	Original	Slow	0	Immobile inactive ammonia oxidizers	0.1123978377110691	0.003142731601258168	187.5	0.9146341463414634	0.1123978377110691	0.1123978377110691	1.0	0.02796078345685708
2800	2800	77	5.0	5	Original	Slow	0	Mobile inactive aerobic degraders	16.119433823774354	0.4507119985936925	187.5	0.9146341463414634	16.119433823774354	16.119433823774354	1.0	0.027960783456857083
2801	2801	77	5.0	5	Original	Slow	0	Mobile inactive nitrate reducers	5.462542904197333	0.15273697926805282	187.5	0.9146341463414634	5.462542904197333	5.462542904197333	1.0	0.027960783456857083
2802	2802	77	5.0	5	Original	Slow	0	Mobile inactive sulphate reducers	0.12354189784938135	0.003454328253615709	187.5	0.9146341463414634	0.12354189784938135	0.12354189784938135	1.0	0.027960783456857076
2803	2803	77	5.0	5	Original	Slow	0	Mobile inactive ammonia oxidizers	0.05290389155471732	0.0014792342557865012	187.5	0.9146341463414634	0.05290389155471732	0.05290389155471732	1.0	0.027960783456857083
2804	2804	77	5.0	5	Original	Slow	0	Total	35.76437697259019	1.0	187.5	0.9146341463414634	35.76437697259019	35.76437697259019	1.0	0.027960783456857076
2805	2805	77	5.0	5	Original	Slow	2	Immobile active aerobic degraders	2.8261651186407604	0.015422624823847153	187.5	0.9146341463414634	0.5699937802611247	0.5699937802611247	4.958238522087104	0.02705753178005164
2806	2806	77	5.0	5	Original	Slow	2	Immobile active nitrate reducers	2.1045545308319933	0.0114847341141766	187.5	0.9146341463414634	0.4239251475305432	0.4239251475305432	4.964448424660542	0.027091419749636678
2807	2807	77	5.0	5	Original	Slow	2	Immobile active sulphate reducers	0.0022779082332852296	1.2430740098443698e-05	187.5	0.9146341463414634	0.00046028711509917713	0.00046028711509917713	4.948885507677992	0.027006491580293904
2808	2808	77	5.0	5	Original	Slow	2	Immobile active ammonia oxidizers	0.3843752132636838	0.002097568421127189	187.5	0.9146341463414634	0.07661639205759563	0.07661639205759563	5.016879585960319	0.02737754108220552
2809	2809	77	5.0	5	Original	Slow	2	Mobile active aerobic degraders	4.137616672328346	0.02257932814375181	187.5	0.9146341463414634	0.7554454765503469	0.7554454765503469	5.477055327966602	0.029888759473228513
2810	2810	77	5.0	5	Original	Slow	2	Mobile active nitrate reducers	2.9974376511638967	0.01635727368576676	187.5	0.9146341463414634	0.5850729293738407	0.5850729293738407	5.123186359642084	0.02795766624046803
2811	2811	77	5.0	5	Original	Slow	2	Mobile active sulphate reducers	0.0054586498501213365	2.9788319206083874e-05	187.5	0.9146341463414634	0.0010971380898921646	0.0010971380898921646	4.975353513301006	0.02715092975125101
2812	2812	77	5.0	5	Original	Slow	2	Mobile active ammonia oxidizers	0.2141362033352662	0.0011685595804222545	187.5	0.9146341463414634	0.042067390865164776	0.042067390865164776	5.090313397891011	0.027778275675991993
2813	2813	77	5.0	5	Original	Slow	2	Immobile inactive aerobic degraders	40.903211284200566	0.22321232314627665	187.5	0.9146341463414634	8.127586080417016	8.127586080417016	5.032639565978227	0.027463544641390485
2814	2814	77	5.0	5	Original	Slow	2	Immobile inactive nitrate reducers	15.378431325429304	0.08392141532956995	187.5	0.9146341463414634	3.0766722878517934	3.0766722878517934	4.998397582397993	0.027276683207676275
2815	2815	77	5.0	5	Original	Slow	2	Immobile inactive sulphate reducers	1.1662273925696998	0.006364202649117142	187.5	0.9146341463414634	0.23461970739090995	0.23461970739090995	4.970713694679528	0.027125609864108606
2816	2816	77	5.0	5	Original	Slow	2	Immobile inactive ammonia oxidizers	0.5522038745815737	0.003013423783265121	187.5	0.9146341463414634	0.1123978377110691	0.1123978377110691	4.912940371691794	0.026810335898199887
2817	2817	77	5.0	5	Original	Slow	2	Mobile inactive aerobic degraders	83.84244504818027	0.4575353951413872	187.5	0.9146341463414634	16.119433823774354	16.119433823774354	5.201326917855023	0.028384085951367218
2818	2818	77	5.0	5	Original	Slow	2	Mobile inactive nitrate reducers	27.84192976066597	0.15193579251207126	187.5	0.9146341463414634	5.462542904197333	5.462542904197333	5.096880747476173	0.027814114264498712
2819	2819	77	5.0	5	Original	Slow	2	Mobile inactive sulphate reducers	0.6265086031503132	0.0034189110436501826	187.5	0.9146341463414634	0.12354189784938135	0.12354189784938135	5.071223722935955	0.02767410168668785
2820	2820	77	5.0	5	Original	Slow	2	Mobile inactive ammonia oxidizers	0.2650184890216315	0.0014462285662662376	187.5	0.9146341463414634	0.05290389155471732	0.05290389155471732	5.009432789032708	0.02733690327431651
2821	2821	77	5.0	5	Original	Slow	2	Total	183.2479977254467	1.0	187.5	0.9146341463414634	35.76437697259019	35.76437697259019	5.123757583303854	0.027960783456857076
2822	2822	77	5.0	5	Original	Slow	5	Immobile active aerobic degraders	2.812071512827416	0.014538776700731981	187.5	0.9146341463414634	0.5699937802611247	0.5699937802611247	4.9335126280485975	0.025506904117570367
2823	2823	77	5.0	5	Original	Slow	5	Immobile active nitrate reducers	2.08736220329824	0.010791934994849308	187.5	0.9146341463414634	0.4239251475305432	0.4239251475305432	4.9238933228131945	0.02545717105417004
2824	2824	77	5.0	5	Original	Slow	5	Immobile active sulphate reducers	0.0022523099539057873	1.1644736391411208e-05	187.5	0.9146341463414634	0.00046028711509917713	0.00046028711509917713	4.893271786286015	0.02529885371416956
2825	2825	77	5.0	5	Original	Slow	5	Immobile active ammonia oxidizers	0.38111172674007743	0.0019703973628797363	187.5	0.9146341463414634	0.07661639205759563	0.07661639205759563	4.974284438421225	0.025717699697977284
2826	2826	77	5.0	5	Original	Slow	5	Mobile active aerobic degraders	4.423827442821671	0.02287176519529066	187.5	0.9146341463414634	0.7554454765503469	0.7554454765503469	5.85591889837313	0.03027586491050538
2827	2827	77	5.0	5	Original	Slow	5	Mobile active nitrate reducers	3.1164076694245835	0.016112234346649528	187.5	0.9146341463414634	0.5850729293738407	0.5850729293738407	5.3265285624474865	0.02753884778756254
2828	2828	77	5.0	5	Original	Slow	5	Mobile active sulphate reducers	0.005434507313817824	2.809711202353097e-05	187.5	0.9146341463414634	0.0010971380898921646	0.0010971380898921646	4.9533485017842835	0.02560945817339418
2829	2829	77	5.0	5	Original	Slow	5	Mobile active ammonia oxidizers	0.2147706136333702	0.0011103921003613498	187.5	0.9146341463414634	0.042067390865164776	0.042067390865164776	5.105394207160534	0.026395554312374645
2830	2830	77	5.0	5	Original	Slow	5	Immobile inactive aerobic degraders	41.080296298692545	0.21239049290253686	187.5	0.9146341463414634	8.127586080417016	8.127586080417016	5.054427709805907	0.02613205086984934
2831	2831	77	5.0	5	Original	Slow	5	Immobile inactive nitrate reducers	15.451119085962494	0.07988430206789464	187.5	0.9146341463414634	3.0766722878517934	3.0766722878517934	5.022023030197616	0.02596451444741675
2832	2832	77	5.0	5	Original	Slow	5	Immobile inactive sulphate reducers	1.150517588997159	0.0059483260793306925	187.5	0.9146341463414634	0.23461970739090995	0.23461970739090995	4.90375510988185	0.025353053865248974
2833	2833	77	5.0	5	Original	Slow	5	Immobile inactive ammonia oxidizers	0.5381859647147216	0.0027824916716247014	187.5	0.9146341463414634	0.1123978377110691	0.1123978377110691	4.788223471862397	0.024755740219641942
2834	2834	77	5.0	5	Original	Slow	5	Mobile inactive aerobic degraders	90.9853060749622	0.4704059061220656	187.5	0.9146341463414634	16.119433823774354	16.119433823774354	5.6444480041705365	0.029182532790219328
2835	2835	77	5.0	5	Original	Slow	5	Mobile inactive nitrate reducers	30.285454507981576	0.15657975210203842	187.5	0.9146341463414634	5.462542904197333	5.462542904197333	5.5442044189182855	0.028664260372531808
2836	2836	77	5.0	5	Original	Slow	5	Mobile inactive sulphate reducers	0.6255386640770282	0.003234116526981888	187.5	0.9146341463414634	0.12354189784938135	0.12354189784938135	5.063372628771386	0.026178297268225775
2837	2837	77	5.0	5	Original	Slow	5	Mobile inactive ammonia oxidizers	0.25905922064705805	0.0013393699783496177	187.5	0.9146341463414634	0.05290389155471732	0.05290389155471732	4.896789499485474	0.02531704075047744
2838	2838	77	5.0	5	Original	Slow	5	Total	193.41871539204791	1.0	187.5	0.9146341463414634	35.76437697259019	35.76437697259019	5.408138817580521	0.027960783456857076
2839	2839	77	5.0	5	Original	Slow	1	Immobile active aerobic degraders	2.8280644218668587	0.01563633757412218	187.5	0.9146341463414634	0.5699937802611247	0.5699937802611247	4.961570669369883	0.027432470520921976
2840	2840	77	5.0	5	Original	Slow	1	Immobile active nitrate reducers	2.1151440558339027	0.011694608587835723	187.5	0.9146341463414634	0.4239251475305432	0.4239251475305432	4.989428129364535	0.02758649411566966
2841	2841	77	5.0	5	Original	Slow	1	Immobile active sulphate reducers	0.002292285663088769	1.2674022616753504e-05	187.5	0.9146341463414634	0.00046028711509917713	0.00046028711509917713	4.98012129362964	0.027535036721639837
2842	2842	77	5.0	5	Original	Slow	1	Immobile active ammonia oxidizers	0.3859722464879411	0.0021340363726027834	187.5	0.9146341463414634	0.07661639205759563	0.07661639205759563	5.037724123028271	0.027853522141822372
2843	2843	77	5.0	5	Original	Slow	1	Mobile active aerobic degraders	4.02551191228003	0.02225701178600096	187.5	0.9146341463414634	0.7554454765503469	0.7554454765503469	5.328659760677975	0.029462102132949412
2844	2844	77	5.0	5	Original	Slow	1	Mobile active nitrate reducers	2.9578706232477714	0.01635403465637839	187.5	0.9146341463414634	0.5850729293738407	0.5850729293738407	5.055558845310714	0.027952130128257473
2845	2845	77	5.0	5	Original	Slow	1	Mobile active sulphate reducers	0.00545282440551945	3.014860711017008e-05	187.5	0.9146341463414634	0.0010971380898921646	0.0010971380898921646	4.970043840201917	0.02747931859072847
2846	2846	77	5.0	5	Original	Slow	1	Mobile active ammonia oxidizers	0.2143404340593923	0.0011850859396350473	187.5	0.9146341463414634	0.042067390865164776	0.042067390865164776	5.0951682443629664	0.02817113006683747
2847	2847	77	5.0	5	Original	Slow	1	Immobile inactive aerobic degraders	40.68278388611677	0.22493467170682724	187.5	0.9146341463414634	8.127586080417016	8.127586080417016	5.005518672283246	0.027675458553283773
2848	2848	77	5.0	5	Original	Slow	1	Immobile inactive nitrate reducers	15.383876945882633	0.0850572891001495	187.5	0.9146341463414634	3.0766722878517934	3.0766722878517934	5.000167553309367	0.027645872274404154
2849	2849	77	5.0	5	Original	Slow	1	Immobile inactive sulphate reducers	1.1735205560127857	0.0064883824505930394	187.5	0.9146341463414634	0.23461970739090995	0.23461970739090995	5.001798736614792	0.027654891069241967
2850	2850	77	5.0	5	Original	Slow	1	Immobile inactive ammonia oxidizers	0.5604773894059164	0.0030988734187421658	187.5	0.9146341463414634	0.1123978377110691	0.1123978377110691	4.986549570879509	0.027570578596966943
2851	2851	77	5.0	5	Original	Slow	1	Mobile inactive aerobic degraders	82.12759160765805	0.4540825649506516	187.5	0.9146341463414634	16.119433823774354	16.119433823774354	5.094942694980333	0.028169883006742506
2852	2852	77	5.0	5	Original	Slow	1	Mobile inactive nitrate reducers	27.520245755874576	0.15215914087190366	187.5	0.9146341463414634	5.462542904197333	5.462542904197333	5.037991689681458	0.027855001514951388
2853	2853	77	5.0	5	Original	Slow	1	Mobile inactive sulphate reducers	0.6183782686015713	0.0034190067530260023	187.5	0.9146341463414634	0.12354189784938135	0.12354189784938135	5.0054133809364	0.02767487639856686
2854	2854	77	5.0	5	Original	Slow	1	Mobile inactive ammonia oxidizers	0.2633633663894924	0.001456133201804834	187.5	0.9146341463414634	0.05290389155471732	0.05290389155471732	4.978147328105373	0.02752412268762474
2855	2855	77	5.0	5	Original	Slow	1	Total	180.8648865797863	1.0	187.5	0.9146341463414634	35.76437697259019	35.76437697259019	5.05712392860642	0.027960783456857076
2856	2856	78	5.0	10	Original	Slow	0	Immobile active aerobic degraders	0.580998110605765	0.01119574257445104	182.5	0.8902439024390244	0.580998110605765	0.580998110605765	1.0	0.0192698433438588
2857	2857	78	5.0	10	Original	Slow	0	Immobile active nitrate reducers	0.3650216693175881	0.007033910384863752	182.5	0.8902439024390244	0.3650216693175881	0.3650216693175881	1.0	0.019269843343858797
2858	2858	78	5.0	10	Original	Slow	0	Immobile active sulphate reducers	0.0004244212982643179	8.178531929350577e-06	182.5	0.8902439024390244	0.0004244212982643179	0.0004244212982643179	1.0	0.0192698433438588
2859	2859	78	5.0	10	Original	Slow	0	Immobile active ammonia oxidizers	0.07510875133443505	0.001447333871967409	182.5	0.8902439024390244	0.07510875133443505	0.07510875133443505	1.0	0.019269843343858797
2860	2860	78	5.0	10	Original	Slow	0	Mobile active aerobic degraders	0.7196126992942098	0.013866823983650791	182.5	0.8902439024390244	0.7196126992942098	0.7196126992942098	1.0	0.019269843343858797
2861	2861	78	5.0	10	Original	Slow	0	Mobile active nitrate reducers	0.8510572437259033	0.016399739763254415	182.5	0.8902439024390244	0.8510572437259033	0.8510572437259033	1.0	0.0192698433438588
2862	2862	78	5.0	10	Original	Slow	0	Mobile active sulphate reducers	0.0011718244357391586	2.2580873303199315e-05	182.5	0.8902439024390244	0.0011718244357391586	0.0011718244357391586	1.0	0.019269843343858794
2863	2863	78	5.0	10	Original	Slow	0	Mobile active ammonia oxidizers	0.04287625978164045	0.0008262188091628049	182.5	0.8902439024390244	0.04287625978164045	0.04287625978164045	1.0	0.019269843343858797
2864	2864	78	5.0	10	Original	Slow	0	Immobile inactive aerobic degraders	8.973935000768202	0.1729263216427747	182.5	0.8902439024390244	8.973935000768202	8.973935000768202	1.0	0.019269843343858804
2865	2865	78	5.0	10	Original	Slow	0	Immobile inactive nitrate reducers	3.0032973182082827	0.057873068836904865	182.5	0.8902439024390244	3.0032973182082827	3.0032973182082827	1.0	0.0192698433438588
2866	2866	78	5.0	10	Original	Slow	0	Immobile inactive sulphate reducers	0.20216462620539452	0.0038956806766477243	182.5	0.8902439024390244	0.20216462620539452	0.20216462620539452	1.0	0.0192698433438588
2867	2867	78	5.0	10	Original	Slow	0	Immobile inactive ammonia oxidizers	0.0731292495424274	0.0014091891825365338	182.5	0.8902439024390244	0.0731292495424274	0.0731292495424274	1.0	0.019269843343858797
2868	2868	78	5.0	10	Original	Slow	0	Mobile inactive aerobic degraders	26.00314031117786	0.501076440244777	182.5	0.8902439024390244	26.00314031117786	26.00314031117786	1.0	0.019269843343858797
2869	2869	78	5.0	10	Original	Slow	0	Mobile inactive nitrate reducers	10.78676674203213	0.2078593053057053	182.5	0.8902439024390244	10.78676674203213	10.78676674203213	1.0	0.019269843343858797
2870	2870	78	5.0	10	Original	Slow	0	Mobile inactive sulphate reducers	0.17083082054520105	0.00329188315020888	182.5	0.8902439024390244	0.17083082054520105	0.17083082054520105	1.0	0.0192698433438588
2871	2871	78	5.0	10	Original	Slow	0	Mobile inactive ammonia oxidizers	0.04502279299217735	0.0008675821678622412	182.5	0.8902439024390244	0.04502279299217735	0.04502279299217735	1.0	0.019269843343858797
2872	2872	78	5.0	10	Original	Slow	0	Total	51.89455784126522	1.0	182.5	0.8902439024390244	51.89455784126522	51.89455784126522	1.0	0.019269843343858797
2873	2873	78	5.0	10	Original	Slow	2	Immobile active aerobic degraders	2.876377153100453	0.01101460762564098	182.5	0.8902439024390244	0.580998110605765	0.580998110605765	4.950751302962863	0.018958078218458987
2874	2874	78	5.0	10	Original	Slow	2	Immobile active nitrate reducers	1.8276973235946143	0.00699886273819454	182.5	0.8902439024390244	0.3650216693175881	0.3650216693175881	5.007092666612133	0.019173828094312836
2875	2875	78	5.0	10	Original	Slow	2	Immobile active sulphate reducers	0.0020852106732906967	7.984967255889462e-06	182.5	0.8902439024390244	0.0004244212982643179	0.0004244212982643179	4.913067939375853	0.01881377604880857
2876	2876	78	5.0	10	Original	Slow	2	Immobile active ammonia oxidizers	0.36922272357545294	0.00141387697446785	182.5	0.8902439024390244	0.07510875133443505	0.07510875133443505	4.915841589902397	0.01882439728191342
2877	2877	78	5.0	10	Original	Slow	2	Mobile active aerobic degraders	3.894774252393807	0.014914389837342997	182.5	0.8902439024390244	0.7196126992942098	0.7196126992942098	5.412320066354818	0.020725578984321577
2878	2878	78	5.0	10	Original	Slow	2	Mobile active nitrate reducers	4.300652085108636	0.01646863145217454	182.5	0.8902439024390244	0.8510572437259033	0.8510572437259033	5.05330530562258	0.019350791704768718
2879	2879	78	5.0	10	Original	Slow	2	Mobile active sulphate reducers	0.0056881712985129475	2.1781905371143382e-05	182.5	0.8902439024390244	0.0011718244357391586	0.0011718244357391586	4.854115620933426	0.018588027956085315
2880	2880	78	5.0	10	Original	Slow	2	Mobile active ammonia oxidizers	0.21133700345619788	0.000809279884364127	182.5	0.8902439024390244	0.04287625978164045	0.04287625978164045	4.928998110667575	0.018874777988696193
2881	2881	78	5.0	10	Original	Slow	2	Immobile inactive aerobic degraders	44.63593918307003	0.17092590085884338	182.5	0.8902439024390244	8.973935000768202	8.973935000768202	4.973953920910841	0.01904692878254762
2882	2882	78	5.0	10	Original	Slow	2	Immobile inactive nitrate reducers	15.339740558521592	0.05874098365338583	182.5	0.8902439024390244	3.0032973182082827	3.0032973182082827	5.107633022385219	0.01955883065497815
2883	2883	78	5.0	10	Original	Slow	2	Immobile inactive sulphate reducers	0.981973431387684	0.0037603038370267188	182.5	0.8902439024390244	0.20216462620539452	0.20216462620539452	4.857296005830525	0.01860020671077411
2884	2884	78	5.0	10	Original	Slow	2	Immobile inactive ammonia oxidizers	0.3509810201721794	0.0013440234070405742	182.5	0.8902439024390244	0.0731292495424274	0.0731292495424274	4.799461533767699	0.0183787392247313
2885	2885	78	5.0	10	Original	Slow	2	Mobile inactive aerobic degraders	130.52452104526458	0.4998219316575482	182.5	0.8902439024390244	26.00314031117786	26.00314031117786	5.019567616960347	0.01922159884060972
2886	2886	78	5.0	10	Original	Slow	2	Mobile inactive nitrate reducers	54.87680711413866	0.21014160033175294	182.5	0.8902439024390244	10.78676674203213	10.78676674203213	5.087419467439078	0.01948142621021989
2887	2887	78	5.0	10	Original	Slow	2	Mobile inactive sulphate reducers	0.7391365639694979	0.002830400465777925	182.5	0.8902439024390244	0.17083082054520105	0.17083082054520105	4.3267166990743675	0.016568441553724285
2888	2888	78	5.0	10	Original	Slow	2	Mobile inactive ammonia oxidizers	0.20511151276860345	0.0007854404038123428	182.5	0.8902439024390244	0.04502279299217735	0.04502279299217735	4.555726091987259	0.017445394912501584
2889	2889	78	5.0	10	Original	Slow	2	Total	261.14204435249377	1.0	182.5	0.8902439024390244	51.89455784126522	51.89455784126522	5.032166285167581	0.019269843343858797
2890	2890	78	5.0	10	Original	Slow	5	Immobile active aerobic degraders	2.8534469270333616	0.010255909599370096	182.5	0.8902439024390244	0.580998110605765	0.580998110605765	4.911284348340268	0.017652225389643686
2891	2891	78	5.0	10	Original	Slow	5	Immobile active nitrate reducers	1.8063067091901817	0.006492259639624832	182.5	0.8902439024390244	0.3650216693175881	0.3650216693175881	4.948491722606746	0.017785956794735446
2892	2892	78	5.0	10	Original	Slow	5	Immobile active sulphate reducers	0.0020595046136759163	7.402308042682188e-06	182.5	0.8902439024390244	0.0004244212982643179	0.0004244212982643179	4.852500621666054	0.017440943875705866
2893	2893	78	5.0	10	Original	Slow	5	Immobile active ammonia oxidizers	0.3660016025331067	0.001315489457064025	182.5	0.8902439024390244	0.07510875133443505	0.07510875133443505	4.872955494938527	0.017514463144335534
2894	2894	78	5.0	10	Original	Slow	5	Mobile active aerobic degraders	4.116696254879037	0.0147963027586429	182.5	0.8902439024390244	0.7196126992942098	0.7196126992942098	5.7207109587096765	0.020561480881528343
2895	2895	78	5.0	10	Original	Slow	5	Mobile active nitrate reducers	4.449103108936684	0.015991045374364368	182.5	0.8902439024390244	0.8510572437259033	0.8510572437259033	5.227736608478464	0.018789623720674824
2896	2896	78	5.0	10	Original	Slow	5	Mobile active sulphate reducers	0.005692557340473753	2.0460290647083367e-05	182.5	0.8902439024390244	0.0011718244357391586	0.0011718244357391586	4.857858538240009	0.017460201394569407
2897	2897	78	5.0	10	Original	Slow	5	Mobile active ammonia oxidizers	0.21082147284029507	0.0007577382801733269	182.5	0.8902439024390244	0.04287625978164045	0.04287625978164045	4.916974426266736	0.017672676768736937
2898	2898	78	5.0	10	Original	Slow	5	Immobile inactive aerobic degraders	45.147214436838006	0.1622689195796539	182.5	0.8902439024390244	8.973935000768202	8.973935000768202	5.030927283624545	0.018082248151536987
2899	2899	78	5.0	10	Original	Slow	5	Immobile inactive nitrate reducers	15.283457219557764	0.054932073249593705	182.5	0.8902439024390244	3.0032973182082827	3.0032973182082827	5.088892507211248	0.01829058778714765
2900	2900	78	5.0	10	Original	Slow	5	Immobile inactive sulphate reducers	0.9580176152484596	0.003443323919399973	182.5	0.8902439024390244	0.20216462620539452	0.20216462620539452	4.738799429110492	0.017032277031005596
2901	2901	78	5.0	10	Original	Slow	5	Immobile inactive ammonia oxidizers	0.3348989389042423	0.0012036997113164534	182.5	0.8902439024390244	0.0731292495424274	0.0731292495424274	4.579548415985644	0.016459894212617385
2902	2902	78	5.0	10	Original	Slow	5	Mobile inactive aerobic degraders	142.90344693948876	0.5136261058037344	182.5	0.8902439024390244	26.00314031117786	26.00314031117786	5.495622652855489	0.019752464496872485
2903	2903	78	5.0	10	Original	Slow	5	Mobile inactive nitrate reducers	58.831549708033094	0.21145340033492105	182.5	0.8902439024390244	10.78676674203213	10.78676674203213	5.454048568491596	0.01960303818483101
2904	2904	78	5.0	10	Original	Slow	5	Mobile inactive sulphate reducers	0.7544795955052853	0.002711763955643761	182.5	0.8902439024390244	0.17083082054520105	0.17083082054520105	4.41653088767816	0.01587397371849678
2905	2905	78	5.0	10	Original	Slow	5	Mobile inactive ammonia oxidizers	0.2014640702879391	0.0007241057378075738	182.5	0.8902439024390244	0.04502279299217735	0.04502279299217735	4.474712848732934	0.016083092355762694
2906	2906	78	5.0	10	Original	Slow	5	Total	278.22465666123037	1.0	182.5	0.8902439024390244	51.89455784126522	51.89455784126522	5.361345548260809	0.019269843343858797
