,Trial,Variance,Anisotropy,Regime,Time_series,Chem,Sensitivity,Timloc_max,Sensitivitybase,Timloc_maxbase,fraction,Time,Sensitivity%,Sensitivitybase%
31,H,0.0,1,Slow,2,Mobile inactive ammonia oxidizers,0.13747104547286654,1.0,0.15402165619420902,0.15402165619420902,1.0,205.0,13.747104547286654,15.402165619420902
32,H,0.0,1,Slow,5,Immobile active aerobic degraders,0.10906212691046781,1.0,0.10733684604801239,0.10733684604801239,1.0,205.0,10.90621269104678,10.733684604801239
33,H,0.0,1,Slow,5,Immobile active nitrate reducers,0.1900784054885137,1.0,0.18708558380142998,0.18708558380142998,1.0,205.0,19.00784054885137,18.708558380142996
34,H,0.0,1,Slow,5,Immobile active sulphate reducers,0.08398941708581874,1.0,0.0851847809700711,0.0851847809700711,1.0,205.0,8.398941708581873,8.51847809700711
35,H,0.0,1,Slow,5,Immobile active ammonia oxidizers,0.3679328005174816,1.0,0.3213452915289449,0.3213452915289449,1.0,205.0,36.79328005174816,32.134529152894494
36,H,0.0,1,Slow,5,Mobile active aerobic degraders,0.15209007504903044,1.0,0.17341966369061712,0.17341966369061712,1.0,205.0,15.209007504903044,17.341966369061712
37,H,0.0,1,Slow,5,Mobile active nitrate reducers,0.0773924743762822,3.0,0.0848682972417175,0.0848682972417175,1.0,205.0,7.7392474376282205,8.48682972417175
38,H,0.0,1,Slow,5,Mobile active sulphate reducers,0.09567942792708296,1.0,0.09663735305788032,0.09663735305788032,1.0,205.0,9.567942792708296,9.663735305788032
39,H,0.0,1,Slow,5,Mobile active ammonia oxidizers,0.2165508938553286,1.0,0.18624154059922907,0.18624154059922907,1.0,205.0,21.65508938553286,18.62415405992291
40,H,0.0,1,Slow,5,Immobile inactive aerobic degraders,0.057029108030614,1.0,0.05783706820848607,0.05783706820848607,1.0,205.0,5.7029108030614,5.783706820848606
41,H,0.0,1,Slow,5,Immobile inactive nitrate reducers,0.02753214703285208,1.0,0.02805287265662246,0.02805287265662246,1.0,205.0,2.7532147032852077,2.8052872656622463
42,H,0.0,1,Slow,5,Immobile inactive sulphate reducers,0.17028780086669396,1.0,0.16386034699013166,0.16386034699013166,1.0,205.0,17.028780086669396,16.386034699013166
43,H,0.0,1,Slow,5,Immobile inactive ammonia oxidizers,0.13763640471467692,3.0,0.14847338541975913,0.14847338541975913,1.0,205.0,13.763640471467692,14.847338541975914
44,H,0.0,1,Slow,5,Mobile inactive aerobic degraders,0.27645887663616103,1.0,0.33138121116004843,0.33138121116004843,1.0,205.0,27.645887663616104,33.13812111600484
45,H,0.0,1,Slow,5,Mobile inactive nitrate reducers,0.2406429644159615,1.0,0.28409362525061677,0.28409362525061677,1.0,205.0,24.06429644159615,28.409362525061677
46,H,0.0,1,Slow,5,Mobile inactive sulphate reducers,0.08641543883547058,3.0,0.09013582332567723,0.09013582332567723,1.0,205.0,8.641543883547058,9.013582332567722
47,H,0.0,1,Slow,5,Mobile inactive ammonia oxidizers,0.22588071413332214,3.0,0.27833616731740546,0.27833616731740546,1.0,205.0,22.588071413332216,27.833616731740545
48,37,0.1,2,Slow,1,Immobile active aerobic degraders,0.04195154789986328,4.0,0.04157315403436053,0.04157315403436053,1.0,205.0,4.195154789986328,4.157315403436053
49,37,0.1,2,Slow,1,Immobile active nitrate reducers,0.06572470005246349,4.0,0.06568711887980279,0.06568711887980279,1.0,205.0,6.572470005246349,6.568711887980279
50,37,0.1,2,Slow,1,Immobile active sulphate reducers,0.017551264394693372,10.0,0.01776880820108953,0.01776880820108953,1.0,205.0,1.755126439469337,1.776880820108953
51,37,0.1,2,Slow,1,Immobile active ammonia oxidizers,0.12206690278899533,4.0,0.11393339241628257,0.11393339241628257,1.0,205.0,12.206690278899533,11.393339241628258
52,37,0.1,2,Slow,1,Mobile active aerobic degraders,0.07780893468622031,6.0,0.08414586395919411,0.08414586395919411,1.0,205.0,7.780893468622032,8.414586395919411
53,37,0.1,2,Slow,1,Mobile active nitrate reducers,0.029579202949880676,10.0,0.030957498318274178,0.030957498318274178,1.0,205.0,2.957920294988068,3.0957498318274177
54,37,0.1,2,Slow,1,Mobile active sulphate reducers,0.04374251032773828,10.0,0.04369126517071224,0.04369126517071224,1.0,205.0,4.374251032773828,4.369126517071225
55,37,0.1,2,Slow,1,Mobile active ammonia oxidizers,0.08693858402493611,6.0,0.08121493027600465,0.08121493027600465,1.0,205.0,8.69385840249361,8.121493027600465
56,37,0.1,2,Slow,1,Immobile inactive aerobic degraders,0.013701910205413746,4.0,0.01365920490605833,0.01365920490605833,1.0,205.0,1.3701910205413745,1.365920490605833
57,37,0.1,2,Slow,1,Immobile inactive nitrate reducers,0.01843521385668213,4.0,0.01874803190421912,0.01874803190421912,1.0,205.0,1.843521385668213,1.8748031904219122
58,37,0.1,2,Slow,1,Immobile inactive sulphate reducers,0.030878489116592578,4.0,0.030954318515700033,0.030954318515700033,1.0,205.0,3.0878489116592576,3.0954318515700034
59,37,0.1,2,Slow,1,Immobile inactive ammonia oxidizers,0.08638619547547165,4.0,0.09369898036890376,0.09369898036890376,1.0,205.0,8.638619547547165,9.369898036890376
60,37,0.1,2,Slow,1,Mobile inactive aerobic degraders,0.08023001697670963,4.0,0.08327392207226203,0.08327392207226203,1.0,205.0,8.023001697670963,8.327392207226204
61,37,0.1,2,Slow,1,Mobile inactive nitrate reducers,0.07495700836351205,4.0,0.07836435449141753,0.07836435449141753,1.0,205.0,7.4957008363512045,7.836435449141753
62,37,0.1,2,Slow,1,Mobile inactive sulphate reducers,0.043313163434557565,4.0,0.04398704721719271,0.04398704721719271,1.0,205.0,4.3313163434557564,4.398704721719271
63,37,0.1,2,Slow,1,Mobile inactive ammonia oxidizers,0.11108719574232845,4.0,0.12277693252334568,0.12277693252334568,1.0,205.0,11.108719574232845,12.277693252334569
64,37,0.1,2,Slow,2,Immobile active aerobic degraders,0.08218880562285907,1.0,0.08123735465856616,0.08123735465856616,1.0,205.0,8.218880562285907,8.123735465856615
65,37,0.1,2,Slow,2,Immobile active nitrate reducers,0.1381616967227628,1.0,0.13740339249765543,0.13740339249765543,1.0,205.0,13.81616967227628,13.740339249765544
66,37,0.1,2,Slow,2,Immobile active sulphate reducers,0.0778918282559961,1.0,0.07847320021411341,0.07847320021411341,1.0,205.0,7.789182825599609,7.847320021411342
67,37,0.1,2,Slow,2,Immobile active ammonia oxidizers,0.2441966069245982,1.0,0.2274404029817544,0.2274404029817544,1.0,205.0,24.419660692459818,22.74404029817544
68,37,0.1,2,Slow,2,Mobile active aerobic degraders,0.10648220886515143,1.0,0.11518388839018837,0.11518388839018837,1.0,205.0,10.648220886515142,11.518388839018836
69,37,0.1,2,Slow,2,Mobile active nitrate reducers,0.0515315593234125,1.0,0.0550601245391446,0.0550601245391446,1.0,205.0,5.15315593234125,5.50601245391446
70,37,0.1,2,Slow,2,Mobile active sulphate reducers,0.07311387746959627,1.0,0.07332910745904812,0.07332910745904812,1.0,205.0,7.311387746959627,7.332910745904813
71,37,0.1,2,Slow,2,Mobile active ammonia oxidizers,0.1171653404364208,1.0,0.10965420609897027,0.10965420609897027,1.0,205.0,11.71653404364208,10.965420609897027
72,37,0.1,2,Slow,2,Immobile inactive aerobic degraders,0.0452319468396898,1.0,0.04547487655491479,0.04547487655491479,1.0,205.0,4.52319468396898,4.547487655491479
73,37,0.1,2,Slow,2,Immobile inactive nitrate reducers,0.02436531885425131,1.0,0.024852106945155394,0.024852106945155394,1.0,205.0,2.436531885425131,2.485210694515539
74,37,0.1,2,Slow,2,Immobile inactive sulphate reducers,0.13904805180430344,1.0,0.13689990225691037,0.13689990225691037,1.0,205.0,13.904805180430344,13.689990225691037
75,37,0.1,2,Slow,2,Immobile inactive ammonia oxidizers,0.13111041233954923,1.0,0.13714649164881504,0.13714649164881504,1.0,205.0,13.111041233954923,13.714649164881504
76,37,0.1,2,Slow,2,Mobile inactive aerobic degraders,0.22689998755057125,1.0,0.25413326878283693,0.25413326878283693,1.0,205.0,22.689998755057125,25.413326878283694
77,37,0.1,2,Slow,2,Mobile inactive nitrate reducers,0.19950227774188786,1.0,0.22345703146152834,0.22345703146152834,1.0,205.0,19.950227774188786,22.345703146152836
78,37,0.1,2,Slow,2,Mobile inactive sulphate reducers,0.06217552286143187,1.0,0.06382260121362365,0.06382260121362365,1.0,205.0,6.217552286143187,6.382260121362365
79,37,0.1,2,Slow,2,Mobile inactive ammonia oxidizers,0.1438626180436311,1.0,0.1595301566521039,0.1595301566521039,1.0,205.0,14.386261804363109,15.95301566521039
80,37,0.1,2,Slow,5,Immobile active aerobic degraders,0.10982248937541829,1.0,0.10806439408338557,0.10806439408338557,1.0,205.0,10.98224893754183,10.806439408338557
81,37,0.1,2,Slow,5,Immobile active nitrate reducers,0.1906582564590124,1.0,0.1880520575311595,0.1880520575311595,1.0,205.0,19.065825645901242,18.80520575311595
82,37,0.1,2,Slow,5,Immobile active sulphate reducers,0.08635678648893665,1.0,0.08710701419673127,0.08710701419673127,1.0,205.0,8.635678648893665,8.710701419673127
83,37,0.1,2,Slow,5,Immobile active ammonia oxidizers,0.3575330256903797,1.0,0.3177852080588569,0.3177852080588569,1.0,205.0,35.75330256903797,31.77852080588569
84,37,0.1,2,Slow,5,Mobile active aerobic degraders,0.15151901284425962,1.0,0.17556470680329053,0.17556470680329053,1.0,205.0,15.15190128442596,17.556470680329053
85,37,0.1,2,Slow,5,Mobile active nitrate reducers,0.07862162228306292,3.0,0.08718318561537988,0.08718318561537988,1.0,205.0,7.862162228306293,8.718318561537988
86,37,0.1,2,Slow,5,Mobile active sulphate reducers,0.09710780540227651,1.0,0.09776440712282064,0.09776440712282064,1.0,205.0,9.71078054022765,9.776440712282064
87,37,0.1,2,Slow,5,Mobile active ammonia oxidizers,0.19932428890268564,1.0,0.17516305269267327,0.17516305269267327,1.0,205.0,19.932428890268564,17.516305269267328
88,37,0.1,2,Slow,5,Immobile inactive aerobic degraders,0.05688950223225278,1.0,0.05759732295534401,0.05759732295534401,1.0,205.0,5.688950223225278,5.759732295534401
89,37,0.1,2,Slow,5,Immobile inactive nitrate reducers,0.02771049631899092,1.0,0.0283319869320282,0.0283319869320282,1.0,205.0,2.7710496318990923,2.83319869320282
90,37,0.1,2,Slow,5,Immobile inactive sulphate reducers,0.1664928550035006,1.0,0.16110499869219663,0.16110499869219663,1.0,205.0,16.64928550035006,16.110499869219662
91,37,0.1,2,Slow,5,Immobile inactive ammonia oxidizers,0.1368575611987162,3.0,0.14575213170669526,0.14575213170669526,1.0,205.0,13.68575611987162,14.575213170669526
92,37,0.1,2,Slow,5,Mobile inactive aerobic degraders,0.2762645413380089,1.0,0.3326704204509921,0.3326704204509921,1.0,205.0,27.626454133800888,33.26704204509921
93,37,0.1,2,Slow,5,Mobile inactive nitrate reducers,0.2414390017600812,1.0,0.28747833121537675,0.28747833121537675,1.0,205.0,24.14390017600812,28.747833121537674
94,37,0.1,2,Slow,5,Mobile inactive sulphate reducers,0.08388317078420901,3.0,0.08740837886851655,0.08740837886851655,1.0,205.0,8.3883170784209,8.740837886851654
95,37,0.1,2,Slow,5,Mobile inactive ammonia oxidizers,0.21517936660082485,3.0,0.25840952110516346,0.25840952110516346,1.0,205.0,21.517936660082484,25.840952110516348
96,38,0.1,5,Slow,1,Immobile active aerobic degraders,0.04226369170347469,4.0,0.041883779838186155,0.041883779838186155,1.0,205.0,4.226369170347469,4.188377983818616
97,38,0.1,5,Slow,1,Immobile active nitrate reducers,0.06648990446809024,4.0,0.06638961155417883,0.06638961155417883,1.0,205.0,6.648990446809024,6.638961155417883
98,38,0.1,5,Slow,1,Immobile active sulphate reducers,0.016433728557941264,10.0,0.016599666757239673,0.016599666757239673,1.0,205.0,1.6433728557941265,1.6599666757239673
99,38,0.1,5,Slow,1,Immobile active ammonia oxidizers,0.12292785016205221,4.0,0.11458835538948195,0.11458835538948195,1.0,205.0,12.29278501620522,11.458835538948195
100,38,0.1,5,Slow,1,Mobile active aerobic degraders,0.07679958722147961,6.0,0.08398780756608641,0.08398780756608641,1.0,205.0,7.679958722147962,8.398780756608641
101,38,0.1,5,Slow,1,Mobile active nitrate reducers,0.029001743867385528,10.0,0.031231389485882815,0.031231389485882815,1.0,205.0,2.900174386738553,3.1231389485882817
102,38,0.1,5,Slow,1,Mobile active sulphate reducers,0.04334099049080466,10.0,0.04332816862279094,0.04332816862279094,1.0,205.0,4.334099049080466,4.332816862279094
103,38,0.1,5,Slow,1,Mobile active ammonia oxidizers,0.07305298455362028,6.0,0.06838636270683857,0.06838636270683857,1.0,205.0,7.305298455362028,6.838636270683857
104,38,0.1,5,Slow,1,Immobile inactive aerobic degraders,0.013541051659122387,4.0,0.01354280443491419,0.01354280443491419,1.0,205.0,1.3541051659122387,1.354280443491419
105,38,0.1,5,Slow,1,Immobile inactive nitrate reducers,0.01846038793658976,4.0,0.01874802896641997,0.01874802896641997,1.0,205.0,1.846038793658976,1.8748028966419967
106,38,0.1,5,Slow,1,Immobile inactive sulphate reducers,0.030398250455602092,4.0,0.03034600476556676,0.03034600476556676,1.0,205.0,3.0398250455602094,3.034600476556676
107,38,0.1,5,Slow,1,Immobile inactive ammonia oxidizers,0.08592478355653031,4.0,0.09272618317158046,0.09272618317158046,1.0,205.0,8.59247835565303,9.272618317158047
108,38,0.1,5,Slow,1,Mobile inactive aerobic degraders,0.07906382893029451,4.0,0.08447967146920768,0.08447967146920768,1.0,205.0,7.906382893029451,8.447967146920767
109,38,0.1,5,Slow,1,Mobile inactive nitrate reducers,0.07387488277291931,4.0,0.0799305157264423,0.0799305157264423,1.0,205.0,7.387488277291931,7.99305157264423
110,38,0.1,5,Slow,1,Mobile inactive sulphate reducers,0.04221116593887837,4.0,0.04288283562359592,0.04288283562359592,1.0,205.0,4.221116593887837,4.288283562359592
111,38,0.1,5,Slow,1,Mobile inactive ammonia oxidizers,0.10898528099472618,4.0,0.11991808537413395,0.11991808537413395,1.0,205.0,10.898528099472617,11.991808537413394
112,38,0.1,5,Slow,2,Immobile active aerobic degraders,0.08122977744585219,1.0,0.08034759943011013,0.08034759943011013,1.0,205.0,8.122977744585219,8.034759943011013
113,38,0.1,5,Slow,2,Immobile active nitrate reducers,0.1407662743465402,1.0,0.13976715967408315,0.13976715967408315,1.0,205.0,14.076627434654021,13.976715967408316
114,38,0.1,5,Slow,2,Immobile active sulphate reducers,0.07668228651836552,1.0,0.07707594542978369,0.07707594542978369,1.0,205.0,7.668228651836552,7.707594542978368
115,38,0.1,5,Slow,2,Immobile active ammonia oxidizers,0.24965365715168136,1.0,0.23220106961931244,0.23220106961931244,1.0,205.0,24.965365715168137,23.220106961931243
116,38,0.1,5,Slow,2,Mobile active aerobic degraders,0.11371652382594889,1.0,0.1250895227491127,0.1250895227491127,1.0,205.0,11.37165238259489,12.50895227491127
117,38,0.1,5,Slow,2,Mobile active nitrate reducers,0.05658740036726817,1.0,0.06241121596032034,0.06241121596032034,1.0,205.0,5.658740036726817,6.241121596032034
118,38,0.1,5,Slow,2,Mobile active sulphate reducers,0.07258656588413424,1.0,0.0728828489854781,0.0728828489854781,1.0,205.0,7.258656588413424,7.28828489854781
119,38,0.1,5,Slow,2,Mobile active ammonia oxidizers,0.12666590370820602,1.0,0.11819132808064742,0.11819132808064742,1.0,205.0,12.666590370820602,11.819132808064742
120,38,0.1,5,Slow,2,Immobile inactive aerobic degraders,0.045558049043448054,1.0,0.045967590658457035,0.045967590658457035,1.0,205.0,4.5558049043448055,4.596759065845704
121,38,0.1,5,Slow,2,Immobile inactive nitrate reducers,0.02402596074647079,1.0,0.0244507896478713,0.0244507896478713,1.0,205.0,2.402596074647079,2.44507896478713
122,38,0.1,5,Slow,2,Immobile inactive sulphate reducers,0.13804854919181073,1.0,0.1353693473562624,0.1353693473562624,1.0,205.0,13.804854919181073,13.536934735626241
123,38,0.1,5,Slow,2,Immobile inactive ammonia oxidizers,0.12626016135028864,1.0,0.13170664377440996,0.13170664377440996,1.0,205.0,12.626016135028864,13.170664377440996
124,38,0.1,5,Slow,2,Mobile inactive aerobic degraders,0.23409055525258093,1.0,0.2712292942820902,0.2712292942820902,1.0,205.0,23.409055525258093,27.12292942820902
125,38,0.1,5,Slow,2,Mobile inactive nitrate reducers,0.20848188134918585,1.0,0.24303020510180645,0.24303020510180645,1.0,205.0,20.848188134918587,24.303020510180644
126,38,0.1,5,Slow,2,Mobile inactive sulphate reducers,0.06288133486468987,1.0,0.06462977238813693,0.06462977238813693,1.0,205.0,6.288133486468987,6.462977238813693
127,38,0.1,5,Slow,2,Mobile inactive ammonia oxidizers,0.15232020133044674,1.0,0.16966338775459963,0.16966338775459963,1.0,205.0,15.232020133044674,16.966338775459963
128,38,0.1,5,Slow,5,Immobile active aerobic degraders,0.11009646965659846,1.0,0.10828541400543046,0.10828541400543046,1.0,205.0,11.009646965659845,10.828541400543045
129,38,0.1,5,Slow,5,Immobile active nitrate reducers,0.1922042722192799,1.0,0.18946302413090568,0.18946302413090568,1.0,205.0,19.22042722192799,18.946302413090567
130,38,0.1,5,Slow,5,Immobile active sulphate reducers,0.08566086238794897,1.0,0.08610432187537131,0.08610432187537131,1.0,205.0,8.566086238794897,8.610432187537132
131,38,0.1,5,Slow,5,Immobile active ammonia oxidizers,0.35812883857695865,1.0,0.3200656427622654,0.3200656427622654,1.0,205.0,35.812883857695866,32.00656427622654
132,38,0.1,5,Slow,5,Mobile active aerobic degraders,0.1520236320908582,1.0,0.17814838280636522,0.17814838280636522,1.0,205.0,15.20236320908582,17.814838280636522
133,38,0.1,5,Slow,5,Mobile active nitrate reducers,0.07591460912062588,3.0,0.08654049919618742,0.08654049919618742,1.0,205.0,7.591460912062588,8.654049919618743
134,38,0.1,5,Slow,5,Mobile active sulphate reducers,0.09730806842560584,1.0,0.09798829806751186,0.09798829806751186,1.0,205.0,9.730806842560584,9.798829806751186
135,38,0.1,5,Slow,5,Mobile active ammonia oxidizers,0.19577561602474036,1.0,0.17416841072999426,0.17416841072999426,1.0,205.0,19.577561602474034,17.416841072999425
136,38,0.1,5,Slow,5,Immobile inactive aerobic degraders,0.05630290057270173,1.0,0.057166567425416204,0.057166567425416204,1.0,205.0,5.630290057270173,5.716656742541621
137,38,0.1,5,Slow,5,Immobile inactive nitrate reducers,0.028273038947531297,1.0,0.028872129965815844,0.028872129965815844,1.0,205.0,2.8273038947531295,2.8872129965815843
138,38,0.1,5,Slow,5,Immobile inactive sulphate reducers,0.16491827676034862,1.0,0.1589730834506037,0.1589730834506037,1.0,205.0,16.491827676034863,15.89730834506037
139,38,0.1,5,Slow,5,Immobile inactive ammonia oxidizers,0.13190219723818733,3.0,0.13900207315760918,0.13900207315760918,1.0,205.0,13.190219723818734,13.900207315760918
140,38,0.1,5,Slow,5,Mobile inactive aerobic degraders,0.2772509543887729,1.0,0.3427713675486305,0.3427713675486305,1.0,205.0,27.72509543887729,34.27713675486305
141,38,0.1,5,Slow,5,Mobile inactive nitrate reducers,0.24589257039877702,1.0,0.3029847910973206,0.3029847910973206,1.0,205.0,24.5892570398777,30.298479109732064
142,38,0.1,5,Slow,5,Mobile inactive sulphate reducers,0.08201864613092842,3.0,0.08543394142895,0.08543394142895,1.0,205.0,8.201864613092843,8.543394142895
143,38,0.1,5,Slow,5,Mobile inactive ammonia oxidizers,0.20208141698489068,3.0,0.23945082863809466,0.23945082863809466,1.0,205.0,20.20814169848907,23.945082863809468
144,39,0.1,10,Slow,1,Immobile active aerobic degraders,0.042077678623711895,4.0,0.04174110317870472,0.04174110317870472,0.9878048780487804,202.5,4.207767862371189,4.174110317870472
145,39,0.1,10,Slow,1,Immobile active nitrate reducers,0.06581503490535097,4.0,0.06528520809908288,0.06528520809908288,0.9878048780487804,202.5,6.581503490535097,6.528520809908287
146,39,0.1,10,Slow,1,Immobile active sulphate reducers,0.017300639251108717,10.0,0.017601746627381558,0.017601746627381558,0.9878048780487804,202.5,1.7300639251108716,1.7601746627381558
147,39,0.1,10,Slow,1,Immobile active ammonia oxidizers,0.12083821296399792,4.0,0.11314863454990755,0.11314863454990755,0.9878048780487804,202.5,12.083821296399792,11.314863454990755
148,39,0.1,10,Slow,1,Mobile active aerobic degraders,0.0773282320104256,6.0,0.0836108830370812,0.0836108830370812,0.9878048780487804,202.5,7.73282320104256,8.361088303708119
149,39,0.1,10,Slow,1,Mobile active nitrate reducers,0.029279994848862272,10.0,0.031101429120731567,0.031101429120731567,0.9878048780487804,202.5,2.9279994848862274,3.1101429120731567
150,39,0.1,10,Slow,1,Mobile active sulphate reducers,0.04354169528533267,10.0,0.043524477463889315,0.043524477463889315,0.9878048780487804,202.5,4.3541695285332676,4.352447746388932
151,39,0.1,10,Slow,1,Mobile active ammonia oxidizers,0.0872039719215996,6.0,0.08144095493976852,0.08144095493976852,0.9878048780487804,202.5,8.72039719215996,8.144095493976852
152,39,0.1,10,Slow,1,Immobile inactive aerobic degraders,0.013488851640359128,4.0,0.013486580692520673,0.013486580692520673,0.9878048780487804,202.5,1.3488851640359127,1.3486580692520673
153,39,0.1,10,Slow,1,Immobile inactive nitrate reducers,0.018139885795541277,4.0,0.018286012416204617,0.018286012416204617,0.9878048780487804,202.5,1.8139885795541277,1.8286012416204618
154,39,0.1,10,Slow,1,Immobile inactive sulphate reducers,0.02947355517288258,4.0,0.029741083087016253,0.029741083087016253,0.9878048780487804,202.5,2.947355517288258,2.9741083087016253
155,39,0.1,10,Slow,1,Immobile inactive ammonia oxidizers,0.08224730624631028,4.0,0.08975531401219336,0.08975531401219336,0.9878048780487804,202.5,8.224730624631029,8.975531401219335
156,39,0.1,10,Slow,1,Mobile inactive aerobic degraders,0.07863609203677349,4.0,0.08202517464204083,0.08202517464204083,0.9878048780487804,202.5,7.863609203677349,8.202517464204083
157,39,0.1,10,Slow,1,Mobile inactive nitrate reducers,0.0731925746136171,4.0,0.0774363006917938,0.0774363006917938,0.9878048780487804,202.5,7.31925746136171,7.74363006917938
158,39,0.1,10,Slow,1,Mobile inactive sulphate reducers,0.04091677632179058,4.0,0.04154581604662047,0.04154581604662047,0.9878048780487804,202.5,4.091677632179058,4.154581604662047
159,39,0.1,10,Slow,1,Mobile inactive ammonia oxidizers,0.1065700526042955,4.0,0.11722435117559937,0.11722435117559937,0.9878048780487804,202.5,10.65700526042955,11.722435117559938
